cencpptot,cenhfs-supplymsa,cenhs-usmsa,cennewhsavgm,cennewhsmedm,NAV
790294,6.4,303,248400,213300,8.57
795733,6.3,307,242300,212300,8.13
795733,6.3,307,242300,212300,8.6
795733,6.3,307,242300,212300,8.78
795733,6.3,307,242300,212300,9
795733,6.3,307,242300,212300,8.79
795733,6.3,307,242300,212300,9.17
795733,6.3,307,242300,212300,9.23
795733,6.3,307,242300,212300,9.4
795733,6.3,307,242300,212300,9.35
795733,6.3,307,242300,212300,9.54
795733,6.3,307,242300,212300,9.21
795733,6.3,307,242300,212300,9.52
795733,6.3,307,242300,212300,9.33
795733,6.3,307,242300,212300,9.39
795733,6.3,307,242300,212300,9.6
795733,6.3,307,242300,212300,9.89
795733,6.3,307,242300,212300,9.59
795733,6.3,307,242300,212300,9.8
795733,6.3,307,242300,212300,10.29
795733,6.3,307,242300,212300,10.23
795733,6.3,307,242300,212300,9.93
