cencppprivnonres,cencppprivres,cencpppub,cencpptot,cenhfs-supplymsa,cenhs-usmsa,cennewhsavgm,cennewhsmedm,NAV
297049,251048,302635,850732,7.6,375,274700,218800,7.82
297049,251048,302635,850732,7.6,375,274700,218800,7.85
286770,245465,300330,832565,8,352,278300,222600,7.96
286770,245465,300330,832565,8,352,278300,222600,8.04
286770,245465,300330,832565,8,352,278300,222600,7.93
286770,245465,300330,832565,8,352,278300,222600,8.11
286770,245465,300330,832565,8,352,278300,222600,8.12
286770,245465,300330,832565,8,352,278300,222600,8.05
286770,245465,300330,832565,8,352,278300,222600,8.05
286770,245465,300330,832565,8,352,278300,222600,8.03
286770,245465,300330,832565,8,352,278300,222600,8.1
286770,245465,300330,832565,8,352,278300,222600,8.22
286770,245465,300330,832565,8,352,278300,222600,8.17
286770,245465,300330,832565,8,352,278300,222600,8.23
286770,245465,300330,832565,8,352,278300,222600,8.14
286770,245465,300330,832565,8,352,278300,222600,8.2
286770,245465,300330,832565,8,352,278300,222600,8.31
286770,245465,300330,832565,8,352,278300,222600,8.39
286770,245465,300330,832565,8,352,278300,222600,8.46
286770,245465,300330,832565,8,352,278300,222600,8.49
286770,245465,300330,832565,8,352,278300,222600,8.48
286770,245465,300330,832565,8,352,278300,222600,8.49
286770,245465,300330,832565,8,352,278300,222600,8.49
286770,245465,300330,832565,8,352,278300,222600,8.39
265226,255049,295857,816132,8.1,346,283400,218200,8.59
265226,255049,295857,816132,8.1,346,283400,218200,8.57
265226,255049,295857,816132,8.1,346,283400,218200,8.58
265226,255049,295857,816132,8.1,346,283400,218200,8.67
265226,255049,295857,816132,8.1,346,283400,218200,8.72
265226,255049,295857,816132,8.1,346,283400,218200,8.7
265226,255049,295857,816132,8.1,346,283400,218200,8.58
265226,255049,295857,816132,8.1,346,283400,218200,8.69
265226,255049,295857,816132,8.1,346,283400,218200,8.74
265226,255049,295857,816132,8.1,346,283400,218200,8.63
265226,255049,295857,816132,8.1,346,283400,218200,8.76
265226,255049,295857,816132,8.1,346,283400,218200,8.66
265226,255049,295857,816132,8.1,346,283400,218200,8.52
265226,255049,295857,816132,8.1,346,283400,218200,8.36
265226,255049,295857,816132,8.1,346,283400,218200,8.38
265226,255049,295857,816132,8.1,346,283400,218200,8.34
265226,255049,295857,816132,8.1,346,283400,218200,8.41
265226,255049,295857,816132,8.1,346,283400,218200,8.27
265226,255049,295857,816132,8.1,346,283400,218200,8.18
264648,240894,290265,795808,8,344,284100,221900,8.32
264648,240894,290265,795808,8,344,284100,221900,8.4
264648,240894,290265,795808,8,344,284100,221900,8.34
264648,240894,290265,795808,8,344,284100,221900,8.05
264648,240894,290265,795808,8,344,284100,221900,8.09
264648,240894,290265,795808,8,344,284100,221900,8.02
264648,240894,290265,795808,8,344,284100,221900,8.16
264648,240894,290265,795808,8,344,284100,221900,8.17
264648,240894,290265,795808,8,344,284100,221900,8.29
264648,240894,290265,795808,8,344,284100,221900,8.36
264648,240894,290265,795808,8,344,284100,221900,8.51
264648,240894,290265,795808,8,344,284100,221900,8.56
264648,240894,290265,795808,8,344,284100,221900,8.64
264648,240894,290265,795808,8,344,284100,221900,8.69
264648,240894,290265,795808,8,344,284100,221900,8.71
264648,240894,290265,795808,8,344,284100,221900,8.59
264648,240894,290265,795808,8,344,284100,221900,8.67
264648,240894,290265,795808,8,344,284100,221900,8.68
264648,240894,290265,795808,8,344,284100,221900,8.65
265447,242785,297753,805985,7,385,262900,224800,8.83
265447,242785,297753,805985,7,385,262900,224800,8.9
265447,242785,297753,805985,7,385,262900,224800,8.91
265447,242785,297753,805985,7,385,262900,224800,8.97
265447,242785,297753,805985,7,385,262900,224800,9.12
265447,242785,297753,805985,7,385,262900,224800,9.14
265447,242785,297753,805985,7,385,262900,224800,9.18
265447,242785,297753,805985,7,385,262900,224800,9.25
265447,242785,297753,805985,7,385,262900,224800,9.28
265447,242785,297753,805985,7,385,262900,224800,9.26
265447,242785,297753,805985,7,385,262900,224800,9.23
265447,242785,297753,805985,7,385,262900,224800,9.32
265447,242785,297753,805985,7,385,262900,224800,9.4
265447,242785,297753,805985,7,385,262900,224800,9.37
265447,242785,297753,805985,7,385,262900,224800,9.25
265447,242785,297753,805985,7,385,262900,224800,9.36
265447,242785,297753,805985,7,385,262900,224800,9.46
265447,242785,297753,805985,7,385,262900,224800,9.38
265447,242785,297753,805985,7,385,262900,224800,9.31
265447,242785,297753,805985,7,385,262900,224800,9.32
265447,242785,297753,805985,7,385,262900,224800,9.38
265447,242785,297753,805985,7,385,262900,224800,9.39
265447,242785,297753,805985,7,385,262900,224800,9.33
265825,251782,306401,824008,6.2,420,270500,208300,9.43
265825,251782,306401,824008,6.2,420,270500,208300,9.62
265825,251782,306401,824008,6.2,420,270500,208300,9.68
265825,251782,306401,824008,6.2,420,270500,208300,9.67
265825,251782,306401,824008,6.2,420,270500,208300,9.68
265825,251782,306401,824008,6.2,420,270500,208300,9.72
265825,251782,306401,824008,6.2,420,270500,208300,9.75
265825,251782,306401,824008,6.2,420,270500,208300,9.76
265825,251782,306401,824008,6.2,420,270500,208300,9.98
265825,251782,306401,824008,6.2,420,270500,208300,10.03
265825,251782,306401,824008,6.2,420,270500,208300,9.89
265825,251782,306401,824008,6.2,420,270500,208300,9.87
265825,251782,306401,824008,6.2,420,270500,208300,10.02
265825,251782,306401,824008,6.2,420,270500,208300,10.09
265825,251782,306401,824008,6.2,420,270500,208300,10.23
265825,251782,306401,824008,6.2,420,270500,208300,10.35
265825,251782,306401,824008,6.2,420,270500,208300,10.3
265825,251782,306401,824008,6.2,420,270500,208300,10.02
265825,251782,306401,824008,6.2,420,270500,208300,10.05
265825,251782,306401,824008,6.2,420,270500,208300,10.25
265825,251782,306401,824008,6.2,420,270500,208300,9.96
262759,244245,309314,816318,9.2,281,281100,230500,10.13
262759,244245,309314,816318,9.2,281,281100,230500,9.79
262759,244245,309314,816318,9.2,281,281100,230500,9.64
262759,244245,309314,816318,9.2,281,281100,230500,9.29
262759,244245,309314,816318,9.2,281,281100,230500,9.01
262759,244245,309314,816318,9.2,281,281100,230500,9.53
262759,244245,309314,816318,9.2,281,281100,230500,9.59
262759,244245,309314,816318,9.2,281,281100,230500,9.86
262759,244245,309314,816318,9.2,281,281100,230500,9.75
262759,244245,309314,816318,9.2,281,281100,230500,9.53
262759,244245,309314,816318,9.2,281,281100,230500,9.55
262759,244245,309314,816318,9.2,281,281100,230500,9.37
262759,244245,309314,816318,9.2,281,281100,230500,9.26
262759,244245,309314,816318,9.2,281,281100,230500,8.76
262759,244245,309314,816318,9.2,281,281100,230500,8.9
262759,244245,309314,816318,9.2,281,281100,230500,8.77
262759,244245,309314,816318,9.2,281,281100,230500,8.75
262759,244245,309314,816318,9.2,281,281100,230500,8.79
262759,244245,309314,816318,9.2,281,281100,230500,9.2
262759,244245,309314,816318,9.2,281,281100,230500,9.08
262842,241400,312059,816302,8.2,307,256700,219500,8.75
262842,241400,312059,816302,8.2,307,256700,219500,9
262842,241400,312059,816302,8.2,307,256700,219500,9.07
262842,241400,312059,816302,8.2,307,256700,219500,8.63
262842,241400,312059,816302,8.2,307,256700,219500,8.42
262842,241400,312059,816302,8.2,307,256700,219500,8.4
262842,241400,312059,816302,8.2,307,256700,219500,8.4
262842,241400,312059,816302,8.2,307,256700,219500,8.7
262842,241400,312059,816302,8.2,307,256700,219500,8.82
262842,241400,312059,816302,8.2,307,256700,219500,8.86
262842,241400,312059,816302,8.2,307,256700,219500,9.1
262842,241400,312059,816302,8.2,307,256700,219500,9.05
262842,241400,312059,816302,8.2,307,256700,219500,9.02
262842,241400,312059,816302,8.2,307,256700,219500,9.04
262842,241400,312059,816302,8.2,307,256700,219500,8.95
262842,241400,312059,816302,8.2,307,256700,219500,8.77
262842,241400,312059,816302,8.2,307,256700,219500,8.75
262842,241400,312059,816302,8.2,307,256700,219500,8.59
262842,241400,312059,816302,8.2,307,256700,219500,8.75
262842,241400,312059,816302,8.2,307,256700,219500,8.7
262842,241400,312059,816302,8.2,307,256700,219500,8.33
262842,241400,312059,816302,8.2,307,256700,219500,8.23
250462,233762,304301,788524,9,279,252100,212100,8.16
250462,233762,304301,788524,9,279,252100,212100,8.08
250462,233762,304301,788524,9,279,252100,212100,7.98
250462,233762,304301,788524,9,279,252100,212100,8.28
250462,233762,304301,788524,9,279,252100,212100,8.41
250462,233762,304301,788524,9,279,252100,212100,8.54
250462,233762,304301,788524,9,279,252100,212100,8.46
250462,233762,304301,788524,9,279,252100,212100,8.75
250462,233762,304301,788524,9,279,252100,212100,8.7
250462,233762,304301,788524,9,279,252100,212100,8.64
250462,233762,304301,788524,9,279,252100,212100,8.31
250462,233762,304301,788524,9,279,252100,212100,8.34
250462,233762,304301,788524,9,279,252100,212100,8.49
250462,233762,304301,788524,9,279,252100,212100,8.35
250462,233762,304301,788524,9,279,252100,212100,8.66
250462,233762,304301,788524,9,279,252100,212100,8.85
250462,233762,304301,788524,9,279,252100,212100,9.03
250462,233762,304301,788524,9,279,252100,212100,8.98
250462,233762,304301,788524,9,279,252100,212100,8.86
250462,233762,304301,788524,9,279,252100,212100,8.9
250462,233762,304301,788524,9,279,252100,212100,8.9
253837,229446,308370,791653,8.9,278,268800,226600,9.05
253837,229446,308370,791653,8.9,278,268800,226600,8.94
253837,229446,308370,791653,8.9,278,268800,226600,9.05
253837,229446,308370,791653,8.9,278,268800,226600,8.97
253837,229446,308370,791653,8.9,278,268800,226600,8.91
253837,229446,308370,791653,8.9,278,268800,226600,9.03
253837,229446,308370,791653,8.9,278,268800,226600,8.85
253837,229446,308370,791653,8.9,278,268800,226600,8.49
253837,229446,308370,791653,8.9,278,268800,226600,8.45
253837,229446,308370,791653,8.9,278,268800,226600,8.36
253837,229446,308370,791653,8.9,278,268800,226600,8.42
253837,229446,308370,791653,8.9,278,268800,226600,8.57
253837,229446,308370,791653,8.9,278,268800,226600,8.6
253837,229446,308370,791653,8.9,278,268800,226600,8.38
253837,229446,308370,791653,8.9,278,268800,226600,8.37
253837,229446,308370,791653,8.9,278,268800,226600,8.24
253837,229446,308370,791653,8.9,278,268800,226600,8.13
253837,229446,308370,791653,8.9,278,268800,226600,8.24
253837,229446,308370,791653,8.9,278,268800,226600,8.16
253837,229446,308370,791653,8.9,278,268800,226600,8.39
253837,229446,308370,791653,8.9,278,268800,226600,8.18
253837,229446,308370,791653,8.9,278,268800,226600,8.19
252704,231170,315041,798916,7.7,316,270800,228000,8.52
252704,231170,315041,798916,7.7,316,270800,228000,8.61
252704,231170,315041,798916,7.7,316,270800,228000,8.76
252704,231170,315041,798916,7.7,316,270800,228000,8.56
252704,231170,315041,798916,7.7,316,270800,228000,8.62
252704,231170,315041,798916,7.7,316,270800,228000,8.66
252704,231170,315041,798916,7.7,316,270800,228000,8.68
252704,231170,315041,798916,7.7,316,270800,228000,8.88
252704,231170,315041,798916,7.7,316,270800,228000,8.84
252704,231170,315041,798916,7.7,316,270800,228000,8.88
252704,231170,315041,798916,7.7,316,270800,228000,8.82
252704,231170,315041,798916,7.7,316,270800,228000,8.85
252704,231170,315041,798916,7.7,316,270800,228000,9.08
252704,231170,315041,798916,7.7,316,270800,228000,9.02
252704,231170,315041,798916,7.7,316,270800,228000,8.9
252704,231170,315041,798916,7.7,316,270800,228000,8.81
252704,231170,315041,798916,7.7,316,270800,228000,9.1
252704,231170,315041,798916,7.7,316,270800,228000,9.05
252704,231170,315041,798916,7.7,316,270800,228000,9.15
252704,231170,315041,798916,7.7,316,270800,228000,9.18
252704,231170,315041,798916,7.7,316,270800,228000,9.17
257129,236570,306567,800266,8.5,282,254400,204200,9.2
257129,236570,306567,800266,8.5,282,254400,204200,9.07
257129,236570,306567,800266,8.5,282,254400,204200,9.33
257129,236570,306567,800266,8.5,282,254400,204200,9.31
257129,236570,306567,800266,8.5,282,254400,204200,9.29
257129,236570,306567,800266,8.5,282,254400,204200,9.42
257129,236570,306567,800266,8.5,282,254400,204200,9.42
257129,236570,306567,800266,8.5,282,254400,204200,9.46
257129,236570,306567,800266,8.5,282,254400,204200,9.6
257129,236570,306567,800266,8.5,282,254400,204200,9.58
257129,236570,306567,800266,8.5,282,254400,204200,9.55
257129,236570,306567,800266,8.5,282,254400,204200,9.64
257129,236570,306567,800266,8.5,282,254400,204200,9.45
257129,236570,306567,800266,8.5,282,254400,204200,9.56
257129,236570,306567,800266,8.5,282,254400,204200,9.52
257129,236570,306567,800266,8.5,282,254400,204200,9.55
257129,236570,306567,800266,8.5,282,254400,204200,9.59
257129,236570,306567,800266,8.5,282,254400,204200,9.57
257129,236570,306567,800266,8.5,282,254400,204200,9.53
257129,236570,306567,800266,8.5,282,254400,204200,9.47
257129,236570,306567,800266,8.5,282,254400,204200,9.5
263784,235679,298865,798328,8.2,287,281700,219600,9.46
263784,235679,298865,798328,8.2,287,281700,219600,9.63
263784,235679,298865,798328,8.2,287,281700,219600,9.66
263784,235679,298865,798328,8.2,287,281700,219600,9.93
263784,235679,298865,798328,8.2,287,281700,219600,9.99
263784,235679,298865,798328,8.2,287,281700,219600,10
263784,235679,298865,798328,8.2,287,281700,219600,9.86
263784,235679,298865,798328,8.2,287,281700,219600,9.99
263784,235679,298865,798328,8.2,287,281700,219600,9.95
263784,235679,298865,798328,8.2,287,281700,219600,9.78
263784,235679,298865,798328,8.2,287,281700,219600,9.79
263784,235679,298865,798328,8.2,287,281700,219600,9.6
263784,235679,298865,798328,8.2,287,281700,219600,9.63
263784,235679,298865,798328,8.2,287,281700,219600,9.8
263784,235679,298865,798328,8.2,287,281700,219600,9.85
263784,235679,298865,798328,8.2,287,281700,219600,9.86
263784,235679,298865,798328,8.2,287,281700,219600,9.75
263784,235679,298865,798328,8.2,287,281700,219600,9.96
263784,235679,298865,798328,8.2,287,281700,219600,9.9
263784,235679,298865,798328,8.2,287,281700,219600,9.9
263784,235679,298865,798328,8.2,287,281700,219600,9.83
259138,229258,291499,779895,6.9,331,291700,241200,10.03
259138,229258,291499,779895,6.9,331,291700,241200,10.17
259138,229258,291499,779895,6.9,331,291700,241200,10.25
259138,229258,291499,779895,6.9,331,291700,241200,10.29
259138,229258,291499,779895,6.9,331,291700,241200,10.33
259138,229258,291499,779895,6.9,331,291700,241200,10.35
259138,229258,291499,779895,6.9,331,291700,241200,10.42
259138,229258,291499,779895,6.9,331,291700,241200,10.54
259138,229258,291499,779895,6.9,331,291700,241200,10.49
259138,229258,291499,779895,6.9,331,291700,241200,10.48
259138,229258,291499,779895,6.9,331,291700,241200,10.42
259138,229258,291499,779895,6.9,331,291700,241200,10.52
259138,229258,291499,779895,6.9,331,291700,241200,10.52
259138,229258,291499,779895,6.9,331,291700,241200,10.56
259138,229258,291499,779895,6.9,331,291700,241200,10.68
259138,229258,291499,779895,6.9,331,291700,241200,10.74
259138,229258,291499,779895,6.9,331,291700,241200,10.71
259138,229258,291499,779895,6.9,331,291700,241200,10.74
259138,229258,291499,779895,6.9,331,291700,241200,10.72
259138,229258,291499,779895,6.9,331,291700,241200,10.74
259138,229258,291499,779895,6.9,331,291700,241200,10.73
259138,229258,291499,779895,6.9,331,291700,241200,10.68
259138,229258,291499,779895,6.9,331,291700,241200,10.88
226833,237726,288079,752638,7.2,310,275700,240100,10.73
226833,237726,288079,752638,7.2,310,275700,240100,10.83
226833,237726,288079,752638,7.2,310,275700,240100,10.79
226833,237726,288079,752638,7.2,310,275700,240100,10.73
226833,237726,288079,752638,7.2,310,275700,240100,10.77
226833,237726,288079,752638,7.2,310,275700,240100,10.83
226833,237726,288079,752638,7.2,310,275700,240100,10.92
226833,237726,288079,752638,7.2,310,275700,240100,10.89
226833,237726,288079,752638,7.2,310,275700,240100,10.99
226833,237726,288079,752638,7.2,310,275700,240100,10.99
226833,237726,288079,752638,7.2,310,275700,240100,10.74
226833,237726,288079,752638,7.2,310,275700,240100,10.66
226833,237726,288079,752638,7.2,310,275700,240100,10.61
226833,237726,288079,752638,7.2,310,275700,240100,10.7
226833,237726,288079,752638,7.2,310,275700,240100,10.72
226833,237726,288079,752638,7.2,310,275700,240100,10.89
226833,237726,288079,752638,7.2,310,275700,240100,10.93
226833,237726,288079,752638,7.2,310,275700,240100,10.66
226833,237726,288079,752638,7.2,310,275700,240100,10.72
230390,231154,284511,746056,7.8,281,262800,220100,10.97
230390,231154,284511,746056,7.8,281,262800,220100,10.92
230390,231154,284511,746056,7.8,281,262800,220100,10.95
230390,231154,284511,746056,7.8,281,262800,220100,10.97
230390,231154,284511,746056,7.8,281,262800,220100,11.09
230390,231154,284511,746056,7.8,281,262800,220100,11.15
230390,231154,284511,746056,7.8,281,262800,220100,11.11
230390,231154,284511,746056,7.8,281,262800,220100,11.14
230390,231154,284511,746056,7.8,281,262800,220100,11.26
230390,231154,284511,746056,7.8,281,262800,220100,11.31
230390,231154,284511,746056,7.8,281,262800,220100,11.24
230390,231154,284511,746056,7.8,281,262800,220100,11.38
230390,231154,284511,746056,7.8,281,262800,220100,11.47
230390,231154,284511,746056,7.8,281,262800,220100,11.47
230390,231154,284511,746056,7.8,281,262800,220100,11.16
230390,231154,284511,746056,7.8,281,262800,220100,10.99
230390,231154,284511,746056,7.8,281,262800,220100,11.02
230390,231154,284511,746056,7.8,281,262800,220100,11.27
230390,231154,284511,746056,7.8,281,262800,220100,11.29
240277,226848,286309,753433,7,305,260800,220500,11.08
240277,226848,286309,753433,7,305,260800,220500,11.13
240277,226848,286309,753433,7,305,260800,220500,11.38
240277,226848,286309,753433,7,305,260800,220500,11.29
240277,226848,286309,753433,7,305,260800,220500,11.12
240277,226848,286309,753433,7,305,260800,220500,11.3
240277,226848,286309,753433,7,305,260800,220500,11.29
240277,226848,286309,753433,7,305,260800,220500,11
240277,226848,286309,753433,7,305,260800,220500,11.05
240277,226848,286309,753433,7,305,260800,220500,10.98
240277,226848,286309,753433,7,305,260800,220500,10.87
240277,226848,286309,753433,7,305,260800,220500,10.72
240277,226848,286309,753433,7,305,260800,220500,10.8
240277,226848,286309,753433,7,305,260800,220500,10.91
240277,226848,286309,753433,7,305,260800,220500,11.17
240277,226848,286309,753433,7,305,260800,220500,11.11
240277,226848,286309,753433,7,305,260800,220500,11.12
240277,226848,286309,753433,7,305,260800,220500,11.2
240277,226848,286309,753433,7,305,260800,220500,11.29
240277,226848,286309,753433,7,305,260800,220500,11.24
240277,226848,286309,753433,7,305,260800,220500,11.33
240277,226848,286309,753433,7,305,260800,220500,11.46
240277,226848,286309,753433,7,305,260800,220500,11.49
239268,235985,280167,755420,6.6,316,268900,224700,11.56
239268,235985,280167,755420,6.6,316,268900,224700,11.58
239268,235985,280167,755420,6.6,316,268900,224700,11.63
239268,235985,280167,755420,6.6,316,268900,224700,11.67
239268,235985,280167,755420,6.6,316,268900,224700,11.63
239268,235985,280167,755420,6.6,316,268900,224700,11.51
239268,235985,280167,755420,6.6,316,268900,224700,11.39
239268,235985,280167,755420,6.6,316,268900,224700,11.24
239268,235985,280167,755420,6.6,316,268900,224700,11.24
239268,235985,280167,755420,6.6,316,268900,224700,11.25
239268,235985,280167,755420,6.6,316,268900,224700,11.35
239268,235985,280167,755420,6.6,316,268900,224700,11.18
239268,235985,280167,755420,6.6,316,268900,224700,11.2
239268,235985,280167,755420,6.6,316,268900,224700,11.37
239268,235985,280167,755420,6.6,316,268900,224700,11.44
239268,235985,280167,755420,6.6,316,268900,224700,11.43
239268,235985,280167,755420,6.6,316,268900,224700,11.56
239268,235985,280167,755420,6.6,316,268900,224700,11.61
239268,235985,280167,755420,6.6,316,268900,224700,11.64
239268,235985,280167,755420,6.6,316,268900,224700,11.68
252261,243060,280516,775837,6.5,308,262700,222000,11.56
252261,243060,280516,775837,6.5,308,262700,222000,11.43
252261,243060,280516,775837,6.5,308,262700,222000,11.3
252261,243060,280516,775837,6.5,308,262700,222000,11.25
252261,243060,280516,775837,6.5,308,262700,222000,11.3
252261,243060,280516,775837,6.5,308,262700,222000,11.39
252261,243060,280516,775837,6.5,308,262700,222000,11.55
252261,243060,280516,775837,6.5,308,262700,222000,11.36
252261,243060,280516,775837,6.5,308,262700,222000,11.43
252261,243060,280516,775837,6.5,308,262700,222000,11.27
252261,243060,280516,775837,6.5,308,262700,222000,11.13
252261,243060,280516,775837,6.5,308,262700,222000,11.06
252261,243060,280516,775837,6.5,308,262700,222000,11.24
252261,243060,280516,775837,6.5,308,262700,222000,11.25
252261,243060,280516,775837,6.5,308,262700,222000,11.16
252261,243060,280516,775837,6.5,308,262700,222000,10.97
252261,243060,280516,775837,6.5,308,262700,222000,10.93
252261,243060,280516,775837,6.5,308,262700,222000,11.04
252261,243060,280516,775837,6.5,308,262700,222000,11.14
252261,243060,280516,775837,6.5,308,262700,222000,11.23
252261,243060,280516,775837,6.5,308,262700,222000,11.38
265226,236923,284635,786784,6.6,303,273100,240200,11.16
265226,236923,284635,786784,6.6,303,273100,240200,11.12
265226,236923,284635,786784,6.6,303,273100,240200,10.96
265226,236923,284635,786784,6.6,303,273100,240200,10.78
265226,236923,284635,786784,6.6,303,273100,240200,10.79
265226,236923,284635,786784,6.6,303,273100,240200,10.69
265226,236923,284635,786784,6.6,303,273100,240200,10.76
265226,236923,284635,786784,6.6,303,273100,240200,10.6
265226,236923,284635,786784,6.6,303,273100,240200,10.58
265226,236923,284635,786784,6.6,303,273100,240200,10.81
265226,236923,284635,786784,6.6,303,273100,240200,10.61
265226,236923,284635,786784,6.6,303,273100,240200,10.63
265226,236923,284635,786784,6.6,303,273100,240200,10.66
265226,236923,284635,786784,6.6,303,273100,240200,10.75
265226,236923,284635,786784,6.6,303,273100,240200,10.98
265226,236923,284635,786784,6.6,303,273100,240200,10.9
265226,236923,284635,786784,6.6,303,273100,240200,10.88
265226,236923,284635,786784,6.6,303,273100,240200,10.77
265226,236923,284635,786784,6.6,303,273100,240200,10.85
265226,236923,284635,786784,6.6,303,273100,240200,11.02
265226,236923,284635,786784,6.6,303,273100,240200,11.1
265226,236923,284635,786784,6.6,303,273100,240200,11.22
263373,222417,277677,763468,6.8,295,270300,229900,11.41
263373,222417,277677,763468,6.8,295,270300,229900,11.38
263373,222417,277677,763468,6.8,295,270300,229900,11.42
263373,222417,277677,763468,6.8,295,270300,229900,11.6
263373,222417,277677,763468,6.8,295,270300,229900,11.5
263373,222417,277677,763468,6.8,295,270300,229900,11.22
263373,222417,277677,763468,6.8,295,270300,229900,11.17
263373,222417,277677,763468,6.8,295,270300,229900,11.26
263373,222417,277677,763468,6.8,295,270300,229900,11.11
263373,222417,277677,763468,6.8,295,270300,229900,11.18
263373,222417,277677,763468,6.8,295,270300,229900,10.99
263373,222417,277677,763468,6.8,295,270300,229900,11.22
263373,222417,277677,763468,6.8,295,270300,229900,11.21
263373,222417,277677,763468,6.8,295,270300,229900,11.35
263373,222417,277677,763468,6.8,295,270300,229900,11.33
263373,222417,277677,763468,6.8,295,270300,229900,11.22
263373,222417,277677,763468,6.8,295,270300,229900,11.15
263373,222417,277677,763468,6.8,295,270300,229900,10.83
263373,222417,277677,763468,6.8,295,270300,229900,10.8
263373,222417,277677,763468,6.8,295,270300,229900,10.79
269278,232215,284816,786308,6.7,293,257600,217600,10.73
269278,232215,284816,786308,6.7,293,257600,217600,10.38
269278,232215,284816,786308,6.7,293,257600,217600,10.42
269278,232215,284816,786308,6.7,293,257600,217600,9.8
269278,232215,284816,786308,6.7,293,257600,217600,9.63
269278,232215,284816,786308,6.7,293,257600,217600,8.77
269278,232215,284816,786308,6.7,293,257600,217600,9.32
269278,232215,284816,786308,6.7,293,257600,217600,8.83
269278,232215,284816,786308,6.7,293,257600,217600,9.32
269278,232215,284816,786308,6.7,293,257600,217600,9.29
269278,232215,284816,786308,6.7,293,257600,217600,9.59
269278,232215,284816,786308,6.7,293,257600,217600,9.42
269278,232215,284816,786308,6.7,293,257600,217600,9.41
269278,232215,284816,786308,6.7,293,257600,217600,8.89
269278,232215,284816,786308,6.7,293,257600,217600,8.74
269278,232215,284816,786308,6.7,293,257600,217600,8.71
269278,232215,284816,786308,6.7,293,257600,217600,9.11
269278,232215,284816,786308,6.7,293,257600,217600,9.26
269278,232215,284816,786308,6.7,293,257600,217600,9.04
269278,232215,284816,786308,6.7,293,257600,217600,9.26
269278,232215,284816,786308,6.7,293,257600,217600,9.72
269278,232215,284816,786308,6.7,293,257600,217600,9.76
269278,232215,284816,786308,6.7,293,257600,217600,9.76
270704,236507,283083,790294,6.4,303,248400,213300,9.52
270704,236507,283083,790294,6.4,303,248400,213300,9.17
270704,236507,283083,790294,6.4,303,248400,213300,9.13
270704,236507,283083,790294,6.4,303,248400,213300,9.53
270704,236507,283083,790294,6.4,303,248400,213300,9.33
270704,236507,283083,790294,6.4,303,248400,213300,9.07
270704,236507,283083,790294,6.4,303,248400,213300,9.14
270704,236507,283083,790294,6.4,303,248400,213300,9.28
270704,236507,283083,790294,6.4,303,248400,213300,9.45
270704,236507,283083,790294,6.4,303,248400,213300,9.59
270704,236507,283083,790294,6.4,303,248400,213300,9.59
270704,236507,283083,790294,6.4,303,248400,213300,9.41
270704,236507,283083,790294,6.4,303,248400,213300,9.23
270704,236507,283083,790294,6.4,303,248400,213300,8.86
270704,236507,283083,790294,6.4,303,248400,213300,8.55
270704,236507,283083,790294,6.4,303,248400,213300,8.63
270704,236507,283083,790294,6.4,303,248400,213300,8.86
270704,236507,283083,790294,6.4,303,248400,213300,9.02
270704,236507,283083,790294,6.4,303,248400,213300,8.66
270704,236507,283083,790294,6.4,303,248400,213300,8.83
270704,236507,283083,790294,6.4,303,248400,213300,8.57
269141,243661,282930,795733,6.3,307,242300,212300,8.13
269141,243661,282930,795733,6.3,307,242300,212300,8.6
269141,243661,282930,795733,6.3,307,242300,212300,8.78
269141,243661,282930,795733,6.3,307,242300,212300,9
269141,243661,282930,795733,6.3,307,242300,212300,8.79
269141,243661,282930,795733,6.3,307,242300,212300,9.17
269141,243661,282930,795733,6.3,307,242300,212300,9.23
269141,243661,282930,795733,6.3,307,242300,212300,9.4
269141,243661,282930,795733,6.3,307,242300,212300,9.35
269141,243661,282930,795733,6.3,307,242300,212300,9.54
269141,243661,282930,795733,6.3,307,242300,212300,9.21
269141,243661,282930,795733,6.3,307,242300,212300,9.52
269141,243661,282930,795733,6.3,307,242300,212300,9.33
269141,243661,282930,795733,6.3,307,242300,212300,9.39
269141,243661,282930,795733,6.3,307,242300,212300,9.6
269141,243661,282930,795733,6.3,307,242300,212300,9.89
269141,243661,282930,795733,6.3,307,242300,212300,9.59
269141,243661,282930,795733,6.3,307,242300,212300,9.8
269141,243661,282930,795733,6.3,307,242300,212300,10.29
269141,243661,282930,795733,6.3,307,242300,212300,10.23
269141,243661,282930,795733,6.3,307,242300,212300,9.93
