date,DOW,SP100,WSMCAP,NWUAX
3/16/12,13232.62,1404.17,77248.9,11.13
3/19/12,13239.13,1409.75,77787.43,11.22
3/20/12,13170.19,1405.52,77127.91,11.1
3/21/12,13124.62,1402.89,77058.38,11.08
3/22/12,13046.14,1392.78,76127.28,10.94
3/23/12,13080.73,1397.11,76710.9,11.05
3/26/12,13241.63,1416.51,77935.46,11.23
3/27/12,13197.73,1412.52,77584.45,11.15
3/28/12,13126.21,1405.54,77286.22,11.08
3/29/12,13145.82,1403.28,77137.13,11.05
3/30/12,13212.04,1408.47,77030.84,11.01
4/2/12,13264.49,1419.04,77765.69,11.12
4/3/12,13199.55,1413.38,77425.66,11.05
4/4/12,13074.75,1398.96,76253.23,10.87
4/5/12,13060.14,1398.08,75943.09,10.82
4/9/12,12929.59,1382.2,74804.05,10.64
4/10/12,12715.93,1358.59,73030.88,10.39
4/11/12,12805.39,1368.71,74160.27,10.55
4/12/12,12986.58,1387.57,75376.18,10.76
4/13/12,12849.59,1370.26,74156.15,10.56
4/16/12,12921.41,1369.57,74601.3,10.58
4/17/12,13115.54,1390.78,75718.94,10.75
4/18/12,13032.75,1385.14,75013.45,10.64
4/19/12,12964.1,1376.92,74754.29,10.59
4/20/12,13029.26,1378.53,75291.27,10.63
4/23/12,12927.17,1366.94,74269.13,10.47
4/24/12,13001.56,1371.97,75029.02,10.56
4/25/12,13090.72,1390.69,76124.09,10.73
4/26/12,13204.62,1399.98,76583.89,10.8
4/27/12,13228.31,1403.36,77178.85,10.89
4/30/12,13213.63,1397.91,76414.78,10.78
5/1/12,13279.32,1405.82,76491.02,10.79
5/2/12,13268.57,1402.31,76731.42,10.82
5/3/12,13206.59,1391.57,75692.65,10.64
5/4/12,13038.27,1369.1,74439.24,10.43
5/7/12,13008.53,1369.58,74708.33,10.46
5/8/12,12932.09,1363.72,74730.16,10.44
5/9/12,12835.06,1354.58,74428.57,10.39
5/10/12,12855.04,1357.99,74753.18,10.42
5/11/12,12820.6,1353.39,74587.73,10.38
5/14/12,12695.35,1338.35,73591.91,10.24
5/15/12,12632,1330.66,73378.43,10.2
5/16/12,12598.55,1324.8,72783.4,10.1
5/17/12,12442.49,1304.86,71007.03,9.88
5/18/12,12369.38,1295.22,70317.43,9.77
5/21/12,12504.48,1315.99,71793.97,9.99
5/22/12,12502.81,1316.63,71549.19,9.92
5/23/12,12496.15,1318.86,72004.4,10
5/24/12,12529.75,1320.68,72332.18,10.01
5/25/12,12454.83,1317.82,72229.45,10.01
5/29/12,12580.69,1332.42,73289.28,10.17
5/30/12,12419.86,1313.32,71801.7,9.95
5/31/12,12393.45,1310.33,71915.02,9.94
6/1/12,12118.57,1278.04,69661.37,9.62
6/4/12,12101.46,1278.18,69335.82,9.58
6/5/12,12127.95,1285.5,70115.12,9.68
6/6/12,12414.79,1315.13,71873,9.94
6/7/12,12460.96,1314.99,71599.68,9.88
6/8/12,12554.2,1325.66,72381.52,9.97
6/11/12,12411.23,1308.93,70748.86,9.71
6/12/12,12573.8,1324.18,71669.51,9.85
6/13/12,12496.38,1314.88,70945.07,9.72
6/14/12,12651.91,1329.1,71855.85,9.84
6/15/12,12767.17,1342.84,72590.76,9.96
6/18/12,12741.82,1344.78,72763.08,9.97
6/19/12,12837.33,1357.98,73890.81,10.17
6/20/12,12824.39,1355.69,73753.96,10.16
6/21/12,12573.57,1325.51,72006.7,9.88
6/22/12,12640.78,1335.02,72693.31,10
6/25/12,12502.66,1313.72,71538.76,9.81
6/26/12,12534.67,1319.99,71865.37,9.86
6/27/12,12627.01,1331.85,72910.89,10.01
6/28/12,12602.26,1329.04,73188.95,10.04
6/29/12,12880.09,1362.16,75090.62,10.34
7/2/12,12871.39,1365.51,75845.74,10.44
7/3/12,12943.82,1374.02,76743.92,10.58
7/5/12,12896.67,1367.58,76672.71,10.58
7/6/12,12772.47,1354.68,76044.01,10.46
7/9/12,12736.29,1352.46,75743.59,10.4
7/10/12,12653.12,1341.47,74992.99,10.29
7/11/12,12604.53,1341.45,74778.6,10.25
7/12/12,12573.27,1334.76,74578.51,10.2
7/13/12,12777.09,1356.78,75747.82,10.34
7/16/12,12727.21,1353.64,75375.62,10.27
7/17/12,12805.54,1363.67,75778.92,10.31
7/18/12,12908.7,1372.78,76001,10.38
7/19/12,12943.36,1376.51,75544.04,10.35
7/20/12,12822.57,1362.66,74746.67,10.22
7/23/12,12721.46,1350.52,73810.05,10.06
7/24/12,12617.32,1338.31,72921.67,9.91
7/25/12,12676.05,1337.89,72804.97,9.91
7/26/12,12887.93,1360.02,73614.03,10.06
7/27/12,13075.66,1385.97,75115.85,10.31
7/30/12,13073.01,1385.3,74948.38,10.27
7/31/12,13008.68,1379.32,74597.72,10.23
8/1/12,12971.06,1375.14,73552.7,10.07
8/2/12,12878.88,1365,73269.59,10.04
8/3/12,13096.17,1390.99,74922.38,10.3
8/6/12,13117.51,1394.23,75281.45,10.39
8/7/12,13168.6,1401.35,75794.5,10.5
8/8/12,13175.64,1402.22,75876.19,10.53
8/9/12,13165.19,1402.8,75980.87,10.59
8/10/12,13207.95,1405.87,75885.04,10.58
8/13/12,13169.43,1404.11,75726.99,10.56
8/14/12,13172.14,1403.93,75575.63,10.53
8/15/12,13164.78,1405.53,76130.33,10.62
8/16/12,13250.11,1415.51,76847.8,10.75
8/17/12,13275.2,1418.16,77339.64,10.84
8/20/12,13271.64,1418.13,77117.74,10.82
8/21/12,13203.58,1413.17,77120.91,10.81
8/22/12,13172.76,1413.49,76908.23,10.75
8/23/12,13057.46,1402.08,76243.88,10.65
8/24/12,13157.97,1411.13,76514.19,10.69
8/27/12,13124.67,1410.44,76512.34,10.68
8/28/12,13102.99,1409.3,76853.54,10.72
8/29/12,13107.48,1410.49,77167.87,10.76
8/30/12,13000.71,1399.48,76499.62,10.65
8/31/12,13090.84,1406.58,76731.45,10.71
9/4/12,13035.94,1404.94,77562.92,10.81
9/5/12,13047.48,1403.44,77465.19,10.81
9/6/12,13292,1432.12,78953.23,11.04
9/7/12,13306.64,1437.92,79398.49,11.14
9/10/12,13254.29,1429.08,79132.31,11.1
9/11/12,13323.36,1433.56,79422.41,11.17
9/12/12,13333.35,1436.56,79823.79,11.23
9/13/12,13539.86,1459.99,80830.32,11.39
9/14/12,13593.37,1465.77,81655.76,11.54
9/17/12,13553.1,1461.19,80892.6,11.41
9/18/12,13564.64,1459.32,80613.41,11.36
9/19/12,13577.96,1461.05,80764.63,11.39
9/20/12,13596.93,1460.26,80259.8,11.34
9/21/12,13579.47,1460.15,80496,11.37
9/24/12,13558.92,1456.89,80351.53,11.33
9/25/12,13457.55,1441.59,79121.05,11.14
9/26/12,13413.51,1433.32,78735.67,11.06
9/27/12,13485.97,1447.15,79406.24,11.2
9/28/12,13437.13,1440.67,78910.69,11.1
10/1/12,13515.11,1444.49,78989.06,11.15
10/2/12,13482.36,1445.75,79191.07,11.18
10/3/12,13494.61,1450.99,79151.06,11.16
10/4/12,13575.36,1461.4,79824.14,11.28
10/5/12,13610.15,1460.93,79869.27,11.3
10/8/12,13583.65,1455.88,79596.39,11.24
10/9/12,13473.53,1441.48,78854.16,11.11
10/10/12,13344.97,1432.56,78740.6,11.07
10/11/12,13326.39,1432.84,79112.53,11.12
10/12/12,13328.85,1428.59,78357.2,11.02
10/15/12,13424.23,1440.13,78903.65,11.1
10/16/12,13551.78,1454.92,79461.69,11.21
10/17/12,13557,1460.91,80397,11.33
10/18/12,13548.94,1457.34,80301.73,11.28
10/19/12,13343.51,1433.19,79187.22,11.09
10/22/12,13345.89,1433.82,79117.34,11.09
10/23/12,13102.53,1413.11,78683.02,10.99
10/24/12,13077.34,1408.75,78491.92,10.98
10/25/12,13103.68,1412.97,78688.82,11
10/26/12,13107.21,1411.94,78278.97,10.96
10/31/12,13096.46,1412.16,78778.54,11.02
11/1/12,13232.62,1427.59,79846.17,11.2
11/2/12,13093.16,1414.2,78879.53,11.04
11/5/12,13112.44,1417.26,79227.16,11.12
11/6/12,13245.68,1428.39,79959.82,11.24
11/7/12,12932.73,1394.53,77878.29,10.93
11/8/12,12811.32,1377.51,76885.96,10.78
11/9/12,12815.39,1379.85,76960.88,10.8
11/12/12,12815.08,1380.03,76885.98,10.77
11/13/12,12756.18,1374.53,76458.87,10.72
11/14/12,12570.95,1355.49,74922.8,10.51
11/15/12,12542.38,1353.33,74604.53,10.46
11/16/12,12588.31,1359.88,75407.65,10.54
11/19/12,12795.96,1386.89,76839.97,10.77
11/20/12,12788.51,1387.81,77042.31,10.79
11/21/12,12836.89,1391.03,77434.92,10.86
11/23/12,13009.68,1409.15,78312.57,10.99
11/26/12,12967.37,1406.29,78490.46,11
11/27/12,12878.13,1398.94,78284.64,10.98
11/28/12,12985.11,1409.93,78731.27,11.07
11/29/12,13021.82,1415.95,79465.75,11.18
11/30/12,13025.58,1416.18,79520.35,11.19
12/3/12,12965.6,1409.46,79478.95,11.15
12/4/12,12951.78,1407.05,79612.09,11.17
12/5/12,13034.49,1409.28,79579.47,11.15
12/6/12,13074.04,1413.94,79671.16,11.17
12/7/12,13155.13,1418.07,79822.2,11.19
12/10/12,13169.88,1418.55,80266.25,11.25
12/11/12,13248.44,1427.84,80775.7,11.34
12/12/12,13245.45,1428.48,80419.88,11.3
12/13/12,13170.72,1419.45,79910.57,11.23
12/14/12,13135.01,1413.58,79852.62,11.24
12/17/12,13235.39,1430.36,80893.19,11.39
12/18/12,13350.96,1446.79,82035.3,11.56
12/19/12,13251.97,1435.81,82081.96,11.29
12/20/12,13311.72,1443.69,82694.48,11.35
12/21/12,13190.84,1430.15,82192.11,11.26
12/24/12,13139.08,1426.66,81922.86,11.22
12/26/12,13114.59,1419.83,81455.74,11.14
12/27/12,13096.31,1418.1,81377.25,11.12
12/28/12,12938.11,1402.43,80822.97,11.03
12/31/12,13104.14,1426.19,82295.02,11.27
1/2/13,13412.55,1462.42,84512.57,11.58
1/3/13,13391.36,1459.37,84625.66,11.58
1/4/13,13435.21,1466.47,85301.25,11.68
1/7/13,13384.29,1461.89,84930.45,11.6
1/8/13,13328.85,1457.15,84702.66,11.58
1/9/13,13390.51,1461.02,85020.86,11.62
1/10/13,13471.22,1472.12,85141.54,11.67
1/11/13,13488.43,1472.05,85039.53,11.66
1/14/13,13507.32,1470.68,85096.18,11.64
1/15/13,13534.89,1472.34,85467.05,11.7
1/16/13,13511.23,1472.63,85294.29,11.69
1/17/13,13596.02,1480.94,86109.3,11.81
1/18/13,13649.7,1485.98,86357.74,11.84
1/22/13,13712.21,1492.56,87039.99,11.94
1/23/13,13779.33,1494.81,86812.32,11.93
1/24/13,13825.33,1494.82,87075.55,11.97
1/25/13,13895.98,1502.96,87555.72,12.03
1/28/13,13881.93,1500.18,87662.38,12.05
1/29/13,13954.42,1507.84,87900.42,12.08
1/30/13,13910.42,1501.96,87124.01,11.95
1/31/13,13860.58,1498.11,87527.77,12.03
2/1/13,14009.79,1513.17,88384.38,12.15
2/4/13,13880.08,1495.71,87379.32,11.97
2/5/13,13979.3,1511.29,88067.66,12.1
2/6/13,13986.52,1512.12,88396.28,12.16
2/7/13,13944.05,1509.39,88241.95,12.16
2/8/13,13992.97,1517.93,88729.7,12.24
2/11/13,13971.24,1517.01,88742.41,12.24
2/12/13,14018.7,1519.43,89376.12,12.32
2/13/13,13982.91,1520.33,89691.01,12.37
2/14/13,13973.39,1521.38,89809.98,12.43
2/15/13,13981.76,1519.79,89806.34,12.42
2/19/13,14035.67,1530.94,90516.09,12.54
2/20/13,13927.54,1511.95,88786.56,12.23
2/21/13,13880.62,1502.42,88071.3,12.13
2/22/13,14000.57,1515.6,89035.93,12.25
2/25/13,13784.17,1487.85,87104.64,11.95
2/26/13,13900.13,1496.94,87825.39,12.04
2/27/13,14075.37,1515.99,88870.67,12.19
2/28/13,14054.49,1514.68,88977.39,12.18
3/1/13,14089.66,1518.2,89009.69,12.19
3/4/13,14127.82,1525.2,89205.84,12.22
3/5/13,14253.77,1539.79,90280,12.38
3/6/13,14296.24,1541.46,90392.86,12.43
3/7/13,14329.49,1544.26,90751.1,12.5
3/8/13,14397.07,1551.18,91430.11,12.61
3/11/13,14447.29,1556.22,91514.03,12.63
3/12/13,14450.06,1552.48,91259.84,12.62
3/13/13,14455.28,1554.52,91676.35,12.67
3/14/13,14539.14,1563.23,92514.57,12.81
3/15/13,14514.11,1560.7,92633.02,12.8
3/18/13,14452.06,1552.1,92256.96,12.74
3/19/13,14455.82,1548.34,92002.47,12.71
3/20/13,14511.73,1558.71,92853.15,12.84
3/21/13,14421.49,1545.8,92068.04,12.72
3/22/13,14512.03,1556.89,92302.3,12.73
3/25/13,14447.75,1551.69,92180.39,12.72
3/26/13,14559.65,1563.77,92669.28,12.76
3/27/13,14526.16,1562.85,92683.73,12.76
3/28/13,14578.54,1569.19,92910.1,12.78
4/1/13,14572.85,1562.17,91961.22,12.61
4/2/13,14662.01,1570.25,91589.92,12.51
4/3/13,14550.35,1553.69,90306.41,12.3
4/4/13,14606.11,1559.98,91012.98,12.38
4/5/13,14565.25,1553.28,90934.71,12.36
4/8/13,14613.48,1563.07,91770.87,12.47
4/9/13,14673.46,1568.61,91536.69,12.47
4/10/13,14802.24,1587.73,92854.18,12.67
4/11/13,14865.14,1593.37,93127.53,12.69
4/12/13,14865.06,1588.85,92702.82,12.61
4/15/13,14599.2,1552.36,89491.38,12.1
4/16/13,14756.78,1574.57,90905.82,12.3
4/17/13,14618.59,1552.01,89389.54,12.05
4/18/13,14537.14,1541.61,88979.29,11.99
4/19/13,14547.51,1555.25,90029.31,12.12
4/22/13,14567.17,1562.5,90247.76,12.15
4/23/13,14719.46,1578.78,91372.68,12.36
4/24/13,14676.3,1578.79,92021.63,12.49
4/25/13,14700.8,1585.16,92357.82,12.56
4/26/13,14712.55,1582.24,91804.39,12.47
4/29/13,14818.75,1593.61,92480.92,12.56
4/30/13,14839.8,1597.57,93054.28,12.63
5/1/13,14700.95,1582.7,91035.31,12.33
5/2/13,14831.58,1597.59,92222.58,12.55
5/3/13,14973.96,1614.42,93511.37,12.77
5/6/13,14968.89,1617.5,94049.08,12.89
5/7/13,15056.2,1625.96,94988.79,13
5/8/13,15105.12,1632.69,95390.91,13.04
5/9/13,15082.62,1626.67,94855.54,12.99
5/10/13,15118.49,1633.7,95343.17,13.08
5/13/13,15091.68,1633.77,95138.04,13.04
5/14/13,15215.25,1650.34,96191.19,13.2
5/15/13,15275.69,1658.78,96753.8,13.26
5/16/13,15233.22,1650.47,96279.06,13.18
5/17/13,15354.4,1667.47,97370.74,13.35
5/20/13,15335.28,1666.29,97632.84,13.41
5/21/13,15387.58,1669.16,97811.44,13.4
5/22/13,15307.17,1655.35,96098.91,13.19
5/23/13,15294.5,1650.51,96068.17,13.22
5/24/13,15303.1,1649.6,96132.97,13.2
5/28/13,15409.39,1660.06,97164.33,13.38
5/29/13,15302.8,1648.36,95818.79,13.3
5/30/13,15324.53,1654.41,96036.9,13.41
5/31/13,15115.57,1630.74,95179.71,13.28
6/3/13,15254.03,1640.42,95548.95,13.36
6/4/13,15177.54,1631.38,94681.37,13.24
6/5/13,14960.59,1608.9,93262.88,13.05
6/6/13,15040.62,1622.56,94352.89,13.2
6/7/13,15248.12,1643.38,95027.05,13.33
6/10/13,15238.59,1642.81,95303.21,13.41
6/11/13,15122.02,1626.13,94013.28,13.24
6/12/13,14995.23,1612.52,93114.07,13.13
6/13/13,15176.08,1636.36,94952.95,13.38
6/14/13,15070.18,1626.73,94322.36,13.25
6/17/13,15179.85,1639.04,94776.49,13.34
6/18/13,15318.23,1651.81,95824.05,13.48
6/19/13,15112.19,1628.93,94334.3,13.32
6/20/13,14758.32,1588.19,91869.07,13.02
6/21/13,14799.4,1592.43,92089.15,13.02
6/24/13,14659.56,1573.09,90967.9,12.83
6/25/13,14760.31,1588.03,92239.84,12.99
6/26/13,14910.14,1603.26,92601.1,13.03
6/27/13,15024.49,1613.2,94234.57,13.23
6/28/13,14909.6,1606.28,94077.3,13.21
7/1/13,14974.96,1614.96,95222.51,13.39
7/2/13,14932.41,1614.08,95339.49,13.36
7/3/13,14988.55,1615.41,95313.28,13.37
7/5/13,15135.84,1631.89,96458.04,13.59
7/8/13,15224.69,1640.46,96821.64,13.62
7/9/13,15300.34,1652.32,97877.07,13.76
7/10/13,15291.66,1652.62,97869.73,13.76
7/11/13,15460.92,1675.02,99041.27,13.92
7/12/13,15464.3,1680.19,99268.19,13.98
7/15/13,15484.26,1682.5,99837.36,14.05
7/16/13,15451.85,1676.26,99426.64,13.98
7/17/13,15470.52,1680.91,99817.42,14.03
7/18/13,15548.54,1689.37,100827.99,14.14
7/19/13,15543.74,1692.09,100866.64,14.15
7/22/13,15545.55,1695.53,101268.93,14.21
7/23/13,15567.74,1692.39,101246.49,14.2
7/24/13,15542.24,1685.94,100400.28,14.12
7/25/13,15555.61,1690.25,100828.1,14.22
7/26/13,15558.83,1691.65,100489.26,14.14
7/29/13,15521.97,1685.33,99790.08,14.03
7/30/13,15520.59,1685.96,100104.9,14.08
7/31/13,15499.54,1685.73,100064.27,14.14
8/1/13,15628.02,1706.87,101362.4,14.36
8/2/13,15658.36,1709.67,101278.84,14.34
8/5/13,15612.13,1707.14,101413.09,14.37
8/6/13,15518.74,1697.37,100396.65,14.21
8/7/13,15470.67,1690.91,99714.25,14.1
8/8/13,15498.32,1697.48,100128.49,14.17
8/9/13,15425.51,1691.42,100113.71,14.14
8/12/13,15419.68,1689.47,100330.91,14.2
8/13/13,15451.01,1694.16,99956.15,14.19
8/14/13,15337.66,1685.39,99612.7,14.13
8/15/13,15112.19,1661.32,97916.61,13.9
8/16/13,15081.47,1655.83,97413.79,13.88
8/19/13,15010.74,1646.06,96326.06,13.72
8/20/13,15002.99,1652.35,97826.45,13.9
8/21/13,14897.55,1642.8,97046.58,13.79
8/22/13,14963.74,1656.96,98294.5,14
8/23/13,15010.51,1663.5,98479.51,14.01
8/26/13,14946.46,1656.78,98254.96,14
8/27/13,14776.13,1630.48,96186.89,13.63
8/28/13,14824.51,1634.96,96255.86,13.69
8/29/13,14840.95,1638.17,96845.33,13.8
8/30/13,14810.31,1632.97,95403.41,13.57
9/3/13,14833.96,1639.77,95415.3,13.65
9/4/13,14930.87,1653.08,96156.38,13.76
9/5/13,14937.48,1655.08,96313.4,13.82
9/6/13,14922.5,1655.17,96598.13,13.81
9/9/13,15063.12,1671.71,98010.72,14
9/10/13,15191.06,1683.99,98723.69,14.13
9/11/13,15326.6,1689.13,98826.15,14.16
9/12/13,15300.64,1683.42,98256.04,14.06
9/13/13,15376.06,1687.99,98672.86,14.14
9/16/13,15494.78,1697.6,99093.62,14.19
9/17/13,15529.73,1704.76,99810.42,14.3
9/18/13,15676.94,1725.52,101073.95,14.4
9/19/13,15636.55,1722.34,100831.98,14.36
9/20/13,15451.09,1709.91,100490.65,14.31
9/23/13,15401.38,1701.84,100319.88,14.27
9/24/13,15334.59,1697.42,100482.7,14.33
9/25/13,15273.26,1692.77,100547,14.35
9/26/13,15328.3,1698.67,100897.37,14.38
9/27/13,15258.24,1691.75,100562.38,14.32
9/30/13,15129.67,1681.55,100498.86,14.32
10/1/13,15191.7,1695,101751.32,14.5
10/2/13,15133.14,1693.87,101274.39,14.44
10/3/13,14996.48,1678.66,100295.21,14.3
10/4/13,15072.58,1690.5,100821.15,14.41
10/7/13,14936.24,1676.12,99885.49,14.23
10/8/13,14776.53,1655.45,98740.88,14.04
10/9/13,14802.98,1656.4,98650.29,14.02
10/10/13,15126.07,1692.56,100952.39,14.35
10/11/13,15237.11,1703.2,102341.02,14.55
10/14/13,15301.26,1710.14,102764.92,14.63
10/15/13,15168.01,1698.06,101927.7,14.51
10/16/13,15373.83,1721.54,103006.66,14.67
10/17/13,15371.65,1733.15,104067.92,14.79
10/18/13,15399.65,1744.5,104901.64,14.95
10/21/13,15392.2,1744.66,104844.4,14.95
10/22/13,15467.66,1754.67,105427.19,15.01
10/23/13,15413.33,1746.38,105200.58,14.9
10/24/13,15509.21,1752.07,105718.7,14.98
10/25/13,15570.28,1759.77,106130.3,15
10/28/13,15568.93,1762.11,106125.06,15.01
10/29/13,15680.35,1771.95,106332.14,15.08
10/30/13,15618.76,1763.31,105520.83,14.93
10/31/13,15545.75,1756.54,105050.12,14.86
11/1/13,15615.55,1761.64,105030.4,14.85
11/4/13,15639.12,1767.93,106002.03,15.04
11/5/13,15618.22,1762.97,105309.38,14.98
11/6/13,15746.88,1770.49,105095.3,14.95
11/7/13,15593.98,1747.15,103470.2,14.69
11/8/13,15761.78,1770.61,104956.24,14.98
11/11/13,15783.1,1771.89,104970.67,15.02
11/12/13,15750.67,1767.69,104786.21,15.01
11/13/13,15821.63,1782,105708.21,15.17
11/14/13,15876.22,1790.62,106037.72,15.21
11/15/13,15961.7,1798.18,106314.51,15.25
11/18/13,15976.02,1791.53,105759.42,15.14
11/19/13,15967.03,1787.87,105204.22,15.04
11/20/13,15900.82,1781.37,105006.84,15.03
11/21/13,16009.99,1795.85,106438.68,15.25
11/22/13,16064.77,1804.76,106817.11,15.32
11/25/13,16072.54,1802.48,106832.38,15.32
11/26/13,16072.8,1802.75,107225.35,15.42
11/27/13,16097.33,1807.23,107861.62,15.51
11/29/13,16086.41,1805.81,107825.02,15.54
12/2/13,16008.77,1800.9,106843.55,15.39
12/3/13,15914.62,1795.15,106436.77,15.33
12/4/13,15889.77,1792.81,106281.12,15.3
12/5/13,15821.51,1785.03,106271.98,15.3
12/6/13,16020.2,1805.09,107291.34,15.43
12/9/13,16025.53,1808.37,107366.69,15.42
12/10/13,15973.13,1802.62,106624.42,15.32
12/11/13,15843.53,1782.22,104966.03,15.1
12/12/13,15739.43,1775.5,105079.27,15.1
12/13/13,15755.36,1775.32,105416.26,15.16
12/16/13,15884.57,1786.54,106447.26,15.32
12/17/13,15875.26,1781,106435.02,15.3
12/18/13,16167.97,1810.65,107939.19,14.68
12/19/13,16179.08,1809.6,107049.46,14.62
12/20/13,16221.14,1818.32,108479.32,14.85
12/23/13,16294.61,1827.99,109385.47,15
12/24/13,16357.55,1833.32,109839,15.08
12/26/13,16479.88,1842.02,109890.25,15.09
12/27/13,16478.41,1841.4,109971.47,15.09
12/30/13,16504.29,1841.07,109961.54,15.08
12/31/13,16576.66,1848.36,110109.6,15.13
1/2/14,16441.35,1831.98,109003.72,14.96
1/3/14,16469.99,1831.37,109544.01,15
1/6/14,16425.1,1826.77,108823.95,14.88
1/7/14,16530.94,1837.88,109600.32,14.98
1/8/14,16462.74,1837.49,109388.01,14.97
1/9/14,16444.76,1838.13,109502.26,14.95
1/10/14,16437.05,1842.37,110084.97,15
1/13/14,16257.94,1819.2,108746.42,14.79
1/14/14,16373.86,1838.88,109863.97,14.96
1/15/14,16481.94,1848.38,110512.9,15.06
1/16/14,16417.01,1845.89,110399.87,15.05
1/17/14,16458.56,1838.7,110112.62,14.98
1/21/14,16414.44,1843.8,110749.63,15.06
1/22/14,16373.34,1844.86,111121.01,15.14
1/23/14,16197.35,1828.46,110402.54,15
1/24/14,15879.11,1790.29,107966.11,14.6
1/27/14,15837.88,1781.56,106820.87,14.45
1/28/14,15928.56,1792.5,107527.22,14.57
1/29/14,15738.79,1774.2,106230.1,14.39
1/30/14,15848.61,1794.19,107606.93,14.56
1/31/14,15698.85,1782.59,107026.05,14.43
2/3/14,15372.8,1741.89,103696.21,13.98
2/4/14,15445.24,1755.2,104637.84,14.1
2/5/14,15440.23,1751.64,104038.65,14.01
2/6/14,15628.53,1773.43,105136.11,14.17
2/7/14,15794.08,1797.02,105946.42,14.27
2/10/14,15801.79,1799.84,106136.66,14.29
2/11/14,15994.77,1819.75,107157.54,14.42
2/12/14,15963.94,1819.26,107540.66,14.48
2/13/14,16027.59,1829.83,108630.16,14.66
2/14/14,16154.39,1838.63,109080.29,14.71
2/18/14,16130.4,1840.76,109807.37,14.83
2/19/14,16040.56,1828.75,108754.11,14.68
2/20/14,16133.23,1839.78,109649.15,14.84
2/21/14,16103.3,1836.25,109887.79,14.85
2/24/14,16207.14,1847.61,110523.63,14.98
2/25/14,16179.66,1845.12,110410.08,14.96
2/26/14,16198.41,1845.16,111136.63,15.06
2/27/14,16272.65,1854.29,111630.42,15.17
2/28/14,16321.71,1859.45,112015.46,15.19
3/3/14,16168.03,1845.73,111421.23,15.09
3/4/14,16395.88,1873.91,113711.41,15.46
3/5/14,16360.18,1873.81,113408.71,15.44
3/6/14,16421.89,1877.03,113605.43,15.5
3/7/14,16452.72,1878.04,113565.25,15.51
3/10/14,16418.68,1877.17,113294.9,15.47
3/11/14,16351.25,1867.63,112509.91,15.29
3/12/14,16340.08,1868.2,112868.22,15.34
3/13/14,16108.89,1846.34,111897.21,15.14
3/14/14,16065.67,1841.13,112225.72,15.2
3/17/14,16247.22,1858.83,112929.32,15.29
3/18/14,16336.19,1872.25,113990.81,15.5
3/19/14,16222.17,1860.77,113082.43,15.43
3/20/14,16331.05,1872.01,113532.18,15.51
3/21/14,16302.77,1866.52,113742.15,15.52
3/24/14,16276.69,1857.44,112917.08,15.4
3/25/14,16367.88,1865.62,113072.92,15.42
3/26/14,16268.99,1852.56,111521.4,15.17
3/27/14,16264.23,1849.04,111181.46,15.09
3/28/14,16323.06,1857.62,111604.2,15.18
3/31/14,16457.66,1872.34,113334.98,15.46
4/1/14,16532.61,1885.52,114507.92,15.63
4/2/14,16573,1890.9,114846.3,15.72
4/3/14,16572.55,1888.77,114466.74,15.64
4/4/14,16412.71,1865.09,112652.93,15.34
4/7/14,16245.87,1845.04,111283.85,15.09
4/8/14,16256.14,1851.96,111905.42,15.21
4/9/14,16437.18,1872.18,112659.08,15.37
4/10/14,16170.22,1833.08,110420.63,15.01
4/11/14,16026.75,1815.69,109177.73,14.83
4/14/14,16173.24,1830.61,109716.47,14.9
4/15/14,16262.56,1842.98,110193.36,14.96
4/16/14,16424.85,1862.31,111229.99,15.11
4/17/14,16408.54,1864.85,111661.25,15.2
4/21/14,16449.25,1871.89,111883.71,15.26
4/22/14,16514.37,1879.55,112750.75,15.39
4/23/14,16501.65,1875.39,112384.06,15.35
4/24/14,16501.65,1878.61,112210.91,15.32
4/25/14,16361.46,1863.4,110948.06,15.09
4/28/14,16448.74,1869.43,110710.11,14.99
4/29/14,16535.37,1878.33,110803.83,15.04
4/30/14,16580.84,1883.95,111423.56,15.13
5/1/14,16558.87,1883.68,111286.82,15.1
5/2/14,16512.89,1881.14,111621.04,15.17
5/5/14,16530.55,1884.66,111357.19,15.11
5/6/14,16401.02,1867.72,110160.98,14.91
5/7/14,16518.54,1878.21,110919.65,14.97
5/8/14,16550.97,1875.63,110268.39,14.83
5/9/14,16583.34,1878.48,110795.29,14.92
5/12/14,16695.47,1896.65,112730.38,15.25
5/13/14,16715.44,1897.45,111836.64,15.14
5/14/14,16613.97,1888.53,110417.12,14.88
5/15/14,16446.81,1870.85,109611.58,14.75
5/16/14,16491.31,1877.86,110222.45,14.82
5/19/14,16511.86,1885.08,110986.25,14.97
5/20/14,16374.31,1872.83,109665.98,14.77
5/21/14,16533.06,1888.03,110010.18,14.86
5/22/14,16543.08,1892.49,110656.53,14.96
5/23/14,16606.27,1900.53,111652.67,15.07
5/27/14,16675.5,1911.91,112791.16,15.22
5/28/14,16633.18,1909.78,112373.1,15.18
5/29/14,16698.74,1920.03,112682.68,15.23
5/30/14,16717.17,1923.57,112466.73,15.18
6/2/14,16743.63,1924.97,112469.6,15.15
6/3/14,16722.34,1924.24,112242.35,15.12
6/4/14,16737.53,1927.88,112808.35,15.2
6/5/14,16836.11,1940.46,114691.22,15.44
6/6/14,16924.28,1949.44,115438.68,15.58
6/9/14,16943.1,1951.27,116099.82,15.71
6/10/14,16945.92,1950.79,115751,15.67
