date,DOW,SP100,WSMCAP,NWUAX
6/11/14,16843.88,1943.89,115100.87,15.57
6/12/14,16734.19,1930.11,114531.17,15.48
6/13/14,16775.74,1936.16,114749.09,15.5
6/16/14,16781.01,1937.78,114740.51,15.5
6/17/14,16808.49,1941.99,115590.24,15.64
6/18/14,16906.62,1956.98,116289.46,15.7
6/19/14,16921.46,1959.48,116496.93,15.71
6/20/14,16947.08,1962.87,116825.22,15.74
6/23/14,16937.26,1962.61,116483.09,15.7
6/24/14,16818.13,1949.98,115669.64,15.53
6/25/14,16867.51,1959.53,116423.63,15.67
6/26/14,16846.13,1957.22,116339.27,15.65
6/27/14,16851.84,1960.96,117137.63,15.73
6/30/14,16826.6,1960.23,117402.37,15.81
7/1/14,16956.07,1973.32,118448.58,15.98
7/2/14,16976.24,1974.62,117919.67,15.92
7/3/14,17068.26,1985.44,118559.77,16.05
7/7/14,17024.21,1977.65,117315.95,15.81
7/8/14,16906.62,1963.71,116598.89,15.66
7/9/14,16985.61,1972.83,116722.9,15.69
7/10/14,16915.07,1964.68,116021.67,15.53
7/11/14,16943.81,1967.57,115819.53,15.5
7/14/14,17055.42,1977.1,116322.08,15.58
7/15/14,17060.68,1973.28,115808.29,15.46
7/16/14,17138.2,1981.57,115653.83,15.48
7/17/14,16976.81,1958.12,114269.24,15.27
7/18/14,17100.18,1978.22,115658.65,15.47
7/21/14,17051.73,1973.63,115073.36,15.41
7/22/14,17113.54,1983.53,115746.42,15.52
7/23/14,17086.63,1987.01,115673.59,15.5
7/24/14,17083.8,1987.98,115496.81,15.46
7/25/14,16960.57,1978.34,114593.37,15.34
7/28/14,16982.59,1978.91,114329.33,15.27
7/29/14,16912.11,1969.95,113936.54,15.25
7/30/14,16880.36,1970.07,114020.4,15.29
7/31/14,16563.3,1930.67,111843.69,14.97
8/1/14,16493.37,1925.15,111433.85,14.92
8/4/14,16569.28,1938.99,112025.82,15.03
8/5/14,16429.47,1920.21,111658.86,14.98
8/6/14,16443.34,1920.24,111965.83,15.06
8/7/14,16368.27,1909.57,111664.77,14.96
8/8/14,16553.93,1931.59,112742.31,15.11
8/11/14,16569.98,1936.92,113465.87,15.23
8/12/14,16560.54,1933.75,112933.81,15.14
8/13/14,16651.8,1946.72,113831.09,15.23
8/14/14,16713.58,1955.18,114134.83,15.27
8/15/14,16662.91,1955.06,113955.8,15.25
8/18/14,16838.74,1971.74,115484.97,15.46
8/19/14,16919.59,1981.6,115945.76,15.52
8/20/14,16979.13,1986.51,115905.71,15.49
8/21/14,17039.49,1992.37,116256.11,15.56
8/22/14,17001.22,1988.4,116118.52,15.56
8/25/14,17076.87,1997.92,116379.15,15.61
8/26/14,17106.7,2000.02,116916.34,15.7
8/27/14,17122.01,2000.12,116799.37,15.68
8/28/14,17079.57,1996.74,116341.52,15.61
8/29/14,17098.45,2003.37,116953.73,15.7
9/2/14,17067.56,2002.28,117421.04,15.76
9/3/14,17078.28,2000.72,117019.16,15.68
9/4/14,17069.58,1997.65,116735.56,15.61
9/5/14,17137.36,2007.71,117202.81,15.64
9/8/14,17111.42,2001.54,117165.92,15.61
9/9/14,17013.87,1988.44,116036.3,15.46
9/10/14,17068.71,1995.69,116094.35,15.51
9/11/14,17049,1997.45,116683.7,15.61
9/12/14,16987.51,1985.54,115312.47,15.49
9/15/14,17031.14,1984.13,114475.05,15.37
9/16/14,17131.97,1998.98,115008.29,15.43
9/17/14,17156.85,2001.57,115140.58,15.45
9/18/14,17265.99,2011.36,115449.2,15.52
9/19/14,17279.74,2010.4,114646.4,15.35
9/22/14,17172.68,1994.29,113114.3,15.12
9/23/14,17055.87,1982.77,112044.31,14.98
9/24/14,17210.06,1998.3,112510.39,15.05
9/25/14,16945.8,1965.99,111146.09,14.81
9/26/14,17113.15,1982.85,112034.1,14.92
9/29/14,17071.22,1977.8,111819.04,14.87
9/30/14,17042.9,1972.29,110601.5,14.68
10/1/14,16804.71,1946.16,109462.14,14.45
10/2/14,16801.05,1946.17,109975.59,14.54
10/3/14,17009.69,1967.9,110694,14.61
10/6/14,16991.91,1964.82,110220.43,14.51
10/7/14,16719.39,1935.1,108774.57,14.27
10/8/14,16994.22,1968.89,110763.6,14.48
10/9/14,16659.25,1928.21,108319.48,14.06
10/10/14,16544.1,1906.13,107138.14,13.84
10/13/14,16321.07,1874.74,106814.46,13.73
10/14/14,16315.19,1877.7,108062.12,13.86
10/15/14,16141.74,1862.49,108112.04,13.95
10/16/14,16117.24,1862.76,109310.72,14.13
10/17/14,16380.41,1886.76,109488.23,14.11
10/20/14,16399.67,1904.01,110701.3,14.24
10/21/14,16614.81,1941.28,112652.05,14.53
10/22/14,16461.32,1927.11,111589.3,14.32
10/23/14,16677.9,1950.82,113138.67,14.56
10/24/14,16805.41,1964.58,113334.86,14.6
10/27/14,16817.94,1961.63,113339.65,14.53
10/28/14,17005.75,1985.05,115638.13,14.94
10/29/14,16974.31,1982.3,115373.8,14.94
10/30/14,17195.42,1994.65,115916.4,14.99
10/31/14,17390.52,2018.05,117502.47,15.24
11/3/14,17366.24,2017.81,117504.35,15.19
11/4/14,17383.84,2012.1,117038.05,15.09
11/5/14,17484.53,2023.57,117335.76,15.16
11/6/14,17554.47,2031.21,117606.32,15.23
11/7/14,17573.93,2031.92,117828.12,15.28
11/10/14,17613.74,2038.26,118308.12,15.29
11/11/14,17614.9,2039.68,118176.27,15.28
11/12/14,17612.2,2038.25,118648.76,15.39
11/13/14,17652.79,2039.33,117903.57,15.26
11/14/14,17634.74,2039.82,117603.16,15.29
11/17/14,17647.75,2041.32,117099.83,15.16
11/18/14,17687.82,2051.8,117687.5,15.22
11/19/14,17685.73,2048.72,116655.75,15.08
11/20/14,17719,2052.75,117596.92,15.27
11/21/14,17810.06,2063.5,117954.78,15.31
11/24/14,17817.9,2069.41,119018.31,15.45
11/25/14,17814.94,2067.03,119111.94,15.44
11/26/14,17827.75,2072.83,119422.82,15.42
11/28/14,17828.24,2067.56,118226.08,15.11
12/1/14,17776.8,2053.44,116600.17,14.87
12/2/14,17879.55,2066.55,117667.23,14.99
12/3/14,17912.62,2074.33,118608.43,15.16
12/4/14,17900.1,2071.92,118296.6,15.09
12/5/14,17958.79,2075.37,118770.73,15.2
12/8/14,17852.48,2060.31,117711.28,14.97
12/9/14,17801.2,2059.82,119018.32,15.17
12/10/14,17533.15,2026.14,116706.36,14.8
12/11/14,17596.34,2035.33,117162.54,14.84
12/12/14,17280.83,2002.33,115611.33,14.59
12/15/14,17180.84,1989.63,114444.87,14.47
12/16/14,17068.87,1972.74,114262.85,12.6
12/17/14,17356.87,2012.89,117154.49,12.98
12/18/14,17778.15,2061.23,118732.71,13.17
12/19/14,17804.8,2070.65,119039.94,13.24
12/22/14,17959.44,2078.54,119730.78,13.29
12/23/14,18024.17,2082.17,120220.36,13.38
12/24/14,18030.21,2081.88,120341.59,13.4
12/26/14,18053.71,2088.77,121021.7,13.47
12/29/14,18038.23,2090.57,121760.9,13.53
12/30/14,17983.07,2080.35,121323.53,13.5
12/31/14,17823.07,2058.9,120114.31,13.4
1/2/15,17832.99,2058.2,119924.02,13.31
1/5/15,17501.65,2020.58,118307.01,13.05
1/6/15,17371.64,2002.61,116787.06,12.81
1/7/15,17584.52,2025.9,118122.35,12.92
1/8/15,17907.87,2062.14,119781.89,13.15
1/9/15,17737.37,2044.81,118687.75,13.01
1/12/15,17640.84,2028.26,118414.02,12.91
1/13/15,17613.68,2023.03,118519.04,12.92
1/14/15,17427.09,2011.27,118204.35,12.84
1/15/15,17320.71,1992.67,116779,12.63
1/16/15,17511.57,2019.42,118423.87,12.86
1/20/15,17515.23,2022.55,117536.13,12.76
1/21/15,17554.28,2032.12,117573.47,12.79
1/22/15,17813.98,2063.15,120098.91,13.07
1/23/15,17672.6,2051.82,119556.51,13
1/26/15,17678.7,2057.09,120680.3,13.13
1/27/15,17387.21,2029.55,120048.54,13.06
1/28/15,17191.37,2002.16,118391.98,12.83
1/29/15,17416.85,2021.25,119556.88,12.97
1/30/15,17164.95,1994.99,117387.52,12.75
2/2/15,17361.04,2020.85,118432.8,12.93
2/3/15,17666.4,2050.03,120535.63,13.22
2/4/15,17673.02,2041.51,119785.47,13.15
2/5/15,17884.88,2062.52,121383.12,13.33
2/6/15,17824.29,2055.47,120686.06,13.38
2/9/15,17729.21,2046.74,119794.82,13.31
2/10/15,17868.76,2068.59,120295.65,13.34
2/11/15,17862.14,2068.53,120007.91,13.32
2/12/15,17972.38,2088.48,121566.81,13.48
2/13/15,18019.35,2096.99,122059.32,13.57
2/17/15,18047.58,2100.34,122210.6,13.57
2/18/15,18029.85,2099.68,122666.69,13.55
2/19/15,17985.77,2097.45,122342.22,13.56
2/20/15,18140.44,2110.3,122973.34,13.58
2/23/15,18116.84,2109.66,123103.62,13.54
2/24/15,18209.19,2115.48,123204.27,13.62
2/25/15,18224.57,2113.86,123117.24,13.6
2/26/15,18214.42,2110.74,123138.67,13.63
2/27/15,18132.7,2104.5,122780.01,13.58
3/2/15,18288.63,2117.39,123529.53,13.67
3/3/15,18203.37,2107.78,122975.45,13.59
3/4/15,18096.9,2098.53,122261.39,13.54
3/5/15,18135.72,2101.04,122474.65,13.55
3/6/15,17856.78,2071.26,120686.96,13.43
3/9/15,17995.72,2079.43,121279.62,13.47
3/10/15,17662.94,2044.16,119975.47,13.25
3/11/15,17635.39,2040.24,120691.67,13.34
3/12/15,17895.22,2065.95,122685.28,13.56
3/13/15,17749.31,2053.4,122088.06,13.5
3/16/15,17977.42,2081.19,122901.29,13.57
3/17/15,17849.08,2074.28,123158.9,13.6
3/18/15,18076.19,2099.5,124271.58,13.73
3/19/15,17959.03,2089.27,124134.57,13.69
3/20/15,18127.65,2108.1,125674.14,13.84
3/23/15,18116.04,2104.42,125730.83,13.87
3/24/15,18011.14,2091.5,125236.12,13.87
3/25/15,17718.54,2061.05,123083.43,13.63
3/26/15,17678.23,2056.15,122756.33,13.6
3/27/15,17712.66,2061.02,123169.25,13.64
3/30/15,17976.31,2086.24,124691.27,13.83
3/31/15,17776.12,2067.89,124305.39,13.78
4/1/15,17698.18,2059.69,124446.81,13.78
4/2/15,17763.24,2066.96,124936.16,13.84
4/6/15,17880.85,2080.62,125747.79,13.91
4/7/15,17875.42,2076.33,124656.4,13.83
4/8/15,17902.51,2081.9,124974.17,13.9
4/9/15,17958.73,2091.18,124370.14,13.89
4/10/15,18057.65,2102.06,124780.97,13.92
4/13/15,17977.04,2092.43,124691.3,13.93
4/14/15,18036.7,2095.84,124832.59,13.93
4/15/15,18112.61,2106.63,125499.64,14.07
4/16/15,18105.77,2104.99,125244.51,14.01
4/17/15,17826.3,2081.18,123602.49,13.79
4/20/15,18034.93,2100.4,124637.31,13.92
4/21/15,17949.59,2097.29,124466.55,13.88
4/22/15,18038.27,2107.96,124793.64,13.91
4/23/15,18058.69,2112.93,125396.47,13.96
4/24/15,18080.14,2117.69,125117.37,13.92
4/27/15,18037.97,2108.92,124239.03,13.82
4/28/15,18110.14,2114.76,124978.55,13.95
4/29/15,18035.53,2106.85,123886.06,13.87
4/30/15,17840.52,2085.51,122015.87,13.66
5/1/15,18024.06,2108.29,122738.02,13.74
5/4/15,18070.4,2114.49,123099.71,13.77
5/5/15,17928.2,2089.46,121585.29,13.64
5/6/15,17841.98,2080.15,122015.3,13.65
5/7/15,17924.06,2088,122462.89,13.68
5/8/15,18191.11,2116.1,123311.84,13.79
5/11/15,18105.17,2105.33,123088.72,13.81
5/12/15,18068.23,2099.12,122885.11,13.78
5/13/15,18060.49,2098.48,122757.19,13.8
5/14/15,18252.24,2121.1,124007.43,13.91
5/15/15,18272.56,2122.73,123996.67,13.88
5/18/15,18298.88,2129.2,124858.93,14.01
5/19/15,18312.39,2127.83,124663.26,13.97
5/20/15,18285.4,2125.85,124776.05,13.98
5/21/15,18285.74,2130.82,124650.8,13.99
5/22/15,18232.02,2126.06,124279.92,13.93
5/26/15,18041.54,2104.2,122903.7,13.75
5/27/15,18162.99,2123.48,124061.43,13.9
5/28/15,18126.12,2120.79,123915.35,13.89
5/29/15,18010.68,2107.39,123168.8,13.82
6/1/15,18040.37,2111.73,123443.51,13.83
6/2/15,18011.94,2109.6,123703.92,13.9
6/3/15,18076.27,2114.07,124245.16,14.03
6/4/15,17905.58,2095.84,123192.61,13.87
6/5/15,17849.46,2092.83,123490.21,13.98
6/8/15,17766.55,2079.28,122836.52,13.87
6/9/15,17764.04,2080.15,122546.02,13.86
6/10/15,18000.4,2105.2,124014,14.07
6/11/15,18039.37,2108.86,124383.34,14.08
6/12/15,17898.84,2094.11,123873.42,14.03
6/15/15,17791.17,2084.43,123208.8,13.95
6/16/15,17904.48,2096.29,123938.23,14.04
6/17/15,17935.74,2100.44,123935.83,13.98
6/18/15,18115.84,2121.24,125242.64,14.1
6/19/15,18015.95,2109.99,125135.86,14.09
6/22/15,18119.78,2122.85,125455.08,14.18
6/23/15,18144.07,2124.2,125694.81,14.26
6/24/15,17966.07,2108.58,124679.39,14.14
6/25/15,17890.36,2102.31,124332.97,14.12
6/26/15,17946.68,2101.49,124470.74,14.11
6/29/15,17596.35,2057.64,121745.88,13.76
6/30/15,17619.51,2063.11,121900.6,13.78
7/1/15,17757.91,2077.42,122495.61,13.82
7/2/15,17730.11,2076.78,122095.57,13.73
7/6/15,17683.58,2068.76,122014.22,13.67
7/7/15,17776.91,2081.34,122566.29,13.67
7/8/15,17515.42,2046.68,121085.35,13.46
7/9/15,17548.62,2051.31,121056.77,13.48
7/10/15,17760.41,2076.62,122498.3,13.64
7/13/15,17977.68,2099.6,123429.51,13.76
7/14/15,18053.58,2108.95,123830.71,13.83
7/15/15,18050.17,2107.4,123092.16,13.71
7/16/15,18120.25,2124.29,123706.67,13.75
7/17/15,18086.45,2126.64,122846.97,13.64
7/20/15,18100.41,2128.28,122479.27,13.55
7/21/15,17919.29,2119.21,121881.24,13.5
7/22/15,17851.04,2114.15,122024.87,13.51
7/23/15,17731.92,2102.15,120485.86,13.36
7/24/15,17568.53,2079.65,119214.49,13.19
7/27/15,17440.59,2067.64,118402.01,13.06
7/28/15,17630.27,2093.25,119201.25,13.18
7/29/15,17751.39,2108.57,120228.61,13.32
7/30/15,17745.98,2108.63,120300.47,13.35
7/31/15,17689.86,2103.84,120781.39,13.38
8/3/15,17598.2,2098.04,120405.1,13.3
8/4/15,17550.69,2093.32,120198.08,13.3
8/5/15,17540.47,2099.84,120254.16,13.37
8/6/15,17419.75,2083.56,119687.15,13.33
8/7/15,17373.38,2077.57,119234.23,13.24
8/10/15,17615.17,2104.18,120513.15,13.48
8/11/15,17402.84,2084.07,119875.78,13.38
8/12/15,17402.51,2086.05,119671.34,13.33
8/13/15,17408.25,2083.39,119371.43,13.29
8/14/15,17477.4,2091.54,120271.24,13.4
8/17/15,17545.18,2102.44,121240.8,13.47
8/18/15,17511.34,2096.92,120660.99,13.38
8/19/15,17348.73,2079.61,119536.14,13.23
8/20/15,16990.69,2035.73,117337.91,12.95
8/21/15,16459.75,1970.89,115483.44,12.73
8/24/15,15871.35,1893.21,110989.9,12.24
8/25/15,15666.44,1867.61,109658.41,12.13
8/26/15,16285.51,1940.51,112225.18,12.43
8/27/15,16654.77,1987.66,114494.61,12.71
8/28/15,16643.01,1988.87,115255.96,12.81
8/31/15,16528.03,1972.18,114971.36,12.87
9/1/15,16058.35,1913.85,111907.6,12.5
9/2/15,16351.38,1948.86,113206.25,12.66
9/3/15,16374.76,1951.13,113484.93,12.7
9/4/15,16102.38,1921.22,112267.75,12.57
9/8/15,16492.68,1969.41,114368.75,12.82
9/9/15,16253.57,1942.04,113177.31,12.69
9/10/15,16330.4,1952.29,113358.39,12.72
9/11/15,16433.09,1961.05,114015.19,12.73
9/14/15,16370.96,1953.03,113673.34,12.66
9/15/15,16599.85,1978.09,114765.54,12.82
9/16/15,16739.95,1995.31,115904.08,12.95
9/17/15,16674.74,1990.2,116028.83,12.91
9/18/15,16384.58,1958.03,114301.39,12.66
9/21/15,16510.19,1966.97,114809.17,12.72
9/22/15,16330.47,1942.74,113246.05,12.53
9/23/15,16279.89,1938.76,113169.91,12.48
9/24/15,16201.32,1932.24,113006.42,12.49
9/25/15,16314.67,1931.34,112527.29,12.44
9/28/15,16001.89,1881.77,110043.69,12.16
9/29/15,16049.13,1884.09,109765.2,12.14
9/30/15,16284.7,1920.03,111009.43,12.3
10/1/15,16272.01,1923.82,110932.78,12.26
10/2/15,16472.37,1951.36,112056.44,12.41
10/5/15,16776.43,1987.05,114788.99,12.75
10/6/15,16790.19,1979.92,114674.55,12.77
10/7/15,16912.29,1995.83,116315.8,12.95
10/8/15,17050.75,2013.43,117656.49,13.14
10/9/15,17084.49,2014.89,117591.03,13.13
10/12/15,17131.86,2017.46,117646.11,13.11
10/13/15,17081.89,2003.69,116407.1,12.98
10/14/15,16924.75,1994.24,115480.79,12.88
10/15/15,17141.75,2023.86,117321.74,13.08
10/16/15,17215.97,2033.11,117428.11,13.02
10/19/15,17230.54,2033.66,117650.05,13.01
10/20/15,17217.11,2030.77,118207.48,13.09
10/21/15,17168.61,2018.94,116657.62,12.89
10/22/15,17489.16,2052.51,117757.16,13.02
10/23/15,17646.7,2075.15,118428.75,13.1
10/26/15,17623.05,2071.18,117879.76,13.01
10/27/15,17581.43,2065.89,116468.8,12.81
10/28/15,17779.52,2090.35,119111.48,13.16
10/29/15,17755.8,2089.41,118494.41,13.06
10/30/15,17663.54,2079.36,117931.33,13.01
11/2/15,17828.76,2104.05,120029.13,13.26
11/3/15,17918.15,2109.79,120327.05,13.33
11/4/15,17867.58,2102.31,119927.16,13.29
11/5/15,17863.43,2099.93,120183.77,13.32
11/6/15,17910.33,2099.2,120124.48,13.44
11/9/15,17730.48,2078.58,118631.27,13.26
11/10/15,17758.21,2081.72,119054.66,13.29
11/11/15,17702.22,2075,118360.57,13.18
11/12/15,17448.07,2045.97,116014.26,12.9
11/13/15,17245.24,2023.04,115210.73,12.82
11/16/15,17483.01,2053.19,116484.66,12.95
11/17/15,17489.5,2050.44,115849.08,12.91
11/18/15,17737.16,2083.58,117587.98,13.13
11/19/15,17732.75,2081.24,117406.89,13.08
11/20/15,17823.81,2089.17,118132,13.15
11/23/15,17792.68,2086.59,118581.58,13.19
11/24/15,17812.19,2089.14,119233.28,13.29
11/25/15,17813.39,2088.87,119783,13.34
11/27/15,17798.49,2090.11,120246.46,13.36
11/30/15,17719.92,2080.41,119932.2,13.34
12/1/15,17888.35,2102.63,120598.17,13.43
12/2/15,17729.68,2079.51,119000.02,13.27
12/3/15,17477.67,2049.62,117273.49,13.09
12/4/15,17847.63,2091.69,118352.4,13.19
12/7/15,17730.51,2077.07,116755.56,12.96
12/8/15,17568,2063.59,115813.12,12.82
12/9/15,17492.3,2047.62,114893.04,12.69
12/10/15,17574.75,2052.23,114982.93,12.72
12/11/15,17265.21,2012.37,112909.4,12.45
12/14/15,17368.5,2021.94,112019.98,12.36
12/15/15,17524.91,2043.41,113566.57,12.53
12/16/15,17749.09,2073.07,115208.41,12.66
12/17/15,17495.84,2041.89,114023.98,11.37
12/18/15,17128.55,2005.55,112590.25,11.2
12/21/15,17251.62,2021.15,113347,11.29
12/22/15,17417.27,2038.97,114475.62,11.42
12/23/15,17602.61,2064.29,116129.05,11.6
12/24/15,17552.17,2060.99,116261.48,11.62
12/28/15,17528.27,2056.5,115844.61,11.53
12/29/15,17720.98,2078.36,116937.44,11.64
12/30/15,17603.87,2063.36,116048.23,11.53
12/31/15,17425.03,2043.94,114874.55,11.41
1/4/16,17148.94,2012.66,113020.77,11.2
1/5/16,17158.66,2016.71,113596.26,11.19
1/6/16,16906.51,1990.26,112555.36,11.02
1/7/16,16514.1,1943.09,109816.51,10.74
1/8/16,16346.45,1922.03,108283.67,10.56
1/11/16,16398.57,1923.67,108271.82,10.54
1/12/16,16516.22,1938.68,107996.33,10.55
1/13/16,16151.41,1890.28,105145.39,10.25
1/14/16,16379.05,1921.84,106212.69,10.39
1/15/16,15988.08,1880.33,104479.19,10.21
1/19/16,16016.02,1881.33,103719.97,10.08
1/20/16,15766.74,1859.33,102946.01,10.08
1/21/16,15882.68,1868.99,102961.26,10.1
1/22/16,16093.51,1906.9,105434.14,10.31
1/25/16,15885.22,1877.08,103331.4,10.06
1/26/16,16167.23,1903.63,105826.78,10.33
1/27/16,15944.46,1882.95,104751.35,10.24
1/28/16,16069.64,1893.36,105257.46,10.31
1/29/16,16466.3,1940.24,108442.63,10.65
2/1/16,16449.18,1939.38,108043.45,10.58
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,15973.84,1864.78,,
