Date,Open,High,Low,Close,Volume,Adj Close
2004-08-02,5.51,5.75,5.09,5.75,355400,4.481979
2004-07-01,5.58,5.63,4.86,5.52,429900,4.3027
2004-06-01,5.62,5.92,5.35,5.55,330000,4.326085
2004-05-03,5.64,5.95,5.01,5.67,293000,4.419621
2004-04-01,6.00,6.39,5.67,5.74,269100,4.474185
2004-03-01,6.28,6.35,5.36,5.98,280100,4.661259
2004-02-02,5.75,6.55,5.57,6.15,190800,4.793769
2004-01-02,5.10,6.40,5.06,5.83,268700,4.544337
2003-12-01,6.20,6.23,4.65,5.08,231700,3.959731
2003-11-03,5.91,6.32,5.66,6.24,221900,3.900536
2003-10-01,5.50,6.02,4.88,5.80,157600,3.625499
2003-09-02,5.73,6.14,5.30,5.54,161000,3.462976
2003-08-01,4.80,6.10,4.41,5.72,491100,3.575491
2003-07-01,3.42,4.37,2.98,4.24,537400,2.650364
2003-06-02,3.15,4.08,3.10,3.38,382400,2.112791
2003-05-01,3.07,3.55,3.02,3.13,117800,1.956519
2003-04-01,2.41,3.10,2.30,3.05,73500,1.906512
2003-03-03,2.18,2.93,2.13,2.41,116700,1.506457
2003-02-03,2.97,3.00,1.90,2.12,160100,1.325182
2003-01-02,3.10,3.54,2.80,2.85,221700,1.781495
2002-12-02,3.55,3.59,2.60,2.87,218300,1.793997
2002-11-01,1.30,3.44,1.15,3.40,675500,2.125292
2002-10-01,3.05,3.70,1.10,1.36,471800,0.850117
2002-09-03,5.58,5.88,3.15,3.40,65100,2.125292
2002-08-01,5.02,6.20,3.71,5.50,105800,3.437973
2002-07-01,9.00,9.10,4.85,5.52,107000,3.450475
2002-06-03,9.09,9.10,8.08,9.00,27400,5.625773
2002-05-01,8.95,9.84,8.85,9.05,35400,5.657028
2002-04-01,7.88,9.50,7.68,8.95,26100,5.594519
2002-03-01,7.70,8.85,7.25,7.80,32400,4.87567
2002-02-01,8.20,8.50,6.49,7.33,30200,4.58188
2002-01-02,10.00,11.22,8.60,8.65,26900,5.406993
2001-12-03,10.17,11.48,9.30,9.41,28400,5.882059
2001-11-01,8.90,11.60,8.65,10.60,35600,6.625911
2001-10-01,7.00,9.10,6.10,8.40,48700,5.250722
2001-09-04,9.60,10.00,6.40,7.31,45900,4.569378
2001-08-01,11.24,12.00,10.26,10.35,15400,6.46964
2001-07-02,14.92,15.34,10.22,11.05,41100,6.9072
2001-06-01,17.879999,18.00,14.10,15.15,30500,9.470052
2001-05-01,18.25,18.950001,17.280001,18.10,52400,11.314056
2001-04-06,17.00,18.299999,16.68,18.190001,80000,11.370314
