Date,Open,High,Low,Close,Volume,Adj Close
2003-01-02,48.999992,50.25,42.039993,43.650002,2164200,13.935618
2002-12-02,51.249992,53.100002,46.700012,48.899998,2610800,15.611723
2002-11-01,51.999992,54.899998,48.75,51.549992,1901700,16.457756
2002-10-01,52.76001,58.340012,51.00,53.550003,1794000,17.096275
2002-09-03,51.950008,54.999992,47.900009,52.739998,1319900,16.837675
2002-08-01,50.010002,54.639988,43.67001,52.250008,1337400,16.681242
2002-07-01,54.399986,54.75,41.400002,50.259991,1867000,16.045912
2002-06-03,57.800011,61.76001,53.100002,54.510002,1338900,17.402761
2002-05-01,59.600014,62.189999,54.800011,57.800011,1127600,18.453125
2002-04-01,45.999992,59.199989,43.689987,59.199989,967600,18.90008
2002-03-01,44.799988,46.050003,40.520012,45.999992,1789100,14.685872
2002-02-01,46.949997,47.199989,43.800003,44.799988,60600,14.302762
2002-01-02,48.500008,48.500008,39.849991,46.85001,226500,14.957248
2001-12-03,42.699989,49.749992,39.699989,49.749992,243000,15.88309
2001-11-29,40.160011,43.400009,40.079998,42.800011,350800,13.664252
