Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,22.049999,22.200001,21.75,21.889999,365400,18.03063
2013-03-01,22.90,23.25,21.059999,21.90,324200,18.038868
2013-02-01,20.389999,23.129999,20.00,23.030001,511700,18.969641
2013-01-02,17.65,20.809999,17.65,20.360001,431400,16.476166
2012-12-03,17.65,17.99,16.50,17.43,410700,14.105086
2012-11-01,16.469999,18.290001,15.68,17.58,385500,14.226473
2012-10-01,15.46,17.67,15.11,16.82,283100,13.320122
2012-09-04,14.34,15.99,14.07,15.41,353700,12.203512
2012-08-01,12.15,14.79,11.80,14.32,442600,11.340318
2012-07-02,12.74,13.06,11.44,12.12,223600,9.434087
2012-06-01,12.87,12.98,11.55,12.69,452800,9.877769
2012-05-01,14.06,15.18,12.87,12.90,194200,10.04123
2012-04-02,15.52,15.84,13.75,14.09,196300,10.767686
2012-03-01,14.00,15.90,13.92,15.61,310300,11.929281
2012-02-01,15.33,16.75,13.01,14.00,555100,10.698907
2012-01-03,13.33,15.61,13.31,15.22,486200,11.529063
2011-12-01,13.34,13.67,12.40,13.08,545300,9.908025
2011-11-01,13.95,14.01,12.46,13.41,432500,10.157998
2011-10-03,13.62,15.05,12.56,14.17,377400,10.52984
2011-09-01,17.00,17.030001,13.61,13.65,363600,10.143424
2011-08-01,17.16,18.40,13.25,16.950001,554300,12.595681
2011-07-01,19.43,20.379999,16.40,17.00,426900,12.373623
2011-06-01,20.709999,20.82,18.43,19.440001,437700,14.149602
2011-05-02,22.34,22.700001,20.50,20.82,474000,15.154048
2011-04-01,22.00,22.75,21.110001,22.200001,414400,15.858471
2011-03-01,22.77,23.690001,20.719999,21.799999,499400,15.572732
2011-02-01,21.35,23.549999,20.48,22.76,749900,16.258505
2011-01-03,23.50,24.200001,20.940001,21.18,635500,14.850395
2010-12-01,23.23,23.90,22.16,23.33,512200,16.357872
2010-11-01,24.389999,25.790001,22.700001,22.959999,481300,16.098444
2010-10-01,26.700001,27.59,23.780001,24.40,459900,17.023479
2010-09-01,23.879999,26.68,23.879999,26.41,326700,18.425823
2010-08-02,26.60,28.299999,23.50,23.65,391800,16.500216
2010-07-01,25.66,29.120001,24.459999,26.68,362200,18.407299
2010-06-01,28.299999,29.940001,25.780001,25.84,329600,17.827759
2010-05-03,31.74,32.299999,23.00,28.389999,579900,19.587078
2010-04-01,31.549999,35.00,31.219999,31.389999,453000,21.33194
2010-03-01,27.309999,31.17,27.27,30.66,427100,20.835848
2010-02-01,25.860001,27.629999,24.690001,27.049999,448700,18.382574
2010-01-04,28.51,30.08,25.709999,25.74,589900,17.094774
2009-12-01,25.719999,28.58,25.379999,28.10,457700,18.662128
2009-11-02,27.16,27.50,25.110001,25.299999,502100,16.802555
2009-10-01,27.16,28.91,24.40,26.98,645800,17.474154
2009-09-01,22.469999,27.809999,21.40,27.280001,693200,17.668455
2009-08-03,20.940001,22.700001,20.27,22.690001,593000,14.695647
2009-07-01,20.08,23.66,17.83,20.639999,734300,13.110604
2009-06-01,19.360001,22.620001,18.67,20.09,473300,12.761243
