Date,Open,High,Low,Close,Volume,Adj Close
2006-01-03,29.59,32.169998,28.40,31.50,7154700,26.583523
2005-12-01,27.75,29.84,27.65,29.57,4626800,24.954754
2005-11-01,24.33,28.09,24.27,27.41,6127000,23.131884
2005-10-03,24.42,24.57,22.280001,24.290001,6549700,20.373857
2005-09-01,26.870001,27.469999,23.809999,24.42,5715200,20.482899
2005-08-01,28.15,29.98,26.559999,26.790001,4622700,22.470797
2005-07-01,26.25,29.00,25.549999,28.049999,5264200,23.404943
2005-06-01,27.18,28.549999,25.91,26.129999,4655000,21.802893
2005-05-02,29.139999,29.76,26.030001,27.10,5050200,22.612263
2005-04-01,30.60,31.799999,28.27,29.02,5878600,24.090347
2005-03-01,32.110001,32.290001,29.450001,30.389999,5264200,25.227625
2005-02-01,29.73,32.169998,28.90,32.119999,5162200,26.663748
2005-01-03,31.799999,31.799999,28.01,29.51,6623800,24.372803
2004-12-01,33.990002,34.50,30.629999,31.41,5806400,25.942043
2004-11-01,32.650002,34.990002,31.610001,33.98,4031000,28.06465
2004-10-01,33.93,34.599998,31.10,32.50,4853300,26.716784
2004-09-01,32.200001,33.700001,30.27,33.59,5619000,27.612823
2004-08-02,31.799999,33.139999,29.51,32.380001,3510500,26.618137
2004-07-01,32.93,33.25,29.440001,32.029999,4455800,26.204796
2004-06-01,31.299999,33.880001,30.41,33.029999,4742100,27.022928
2004-05-03,30.75,31.870001,28.51,31.299999,6819100,25.607559
2004-04-01,34.669998,36.599998,30.50,30.75,7615600,25.036325
2004-03-01,37.669998,38.580002,32.630001,34.689999,5160000,28.24423
2004-02-02,34.220001,38.150002,33.360001,37.470001,5233300,30.507679
2004-01-02,38.00,39.439999,32.599998,34.18,7465900,27.706581
2003-12-01,33.00,38.919998,32.630001,38.00,5195600,30.803102
2003-11-03,31.65,33.50,31.18,32.810001,4083300,26.596048
2003-10-01,26.299999,32.540001,26.27,31.57,5228600,25.471048
2003-09-02,28.85,29.50,26.16,26.16,4247100,21.106197
2003-08-01,27.77,28.91,26.219999,28.559999,3241300,23.042545
2003-07-01,25.50,27.90,24.00,27.77,4035000,22.279856
2003-06-02,25.23,27.219999,24.41,25.50,3366500,20.458635
2003-05-01,22.93,24.799999,21.83,24.610001,3415600,19.744589
2003-04-01,19.379999,23.219999,18.860001,22.93,4636100,18.396727
2003-03-03,20.50,21.889999,18.450001,19.379999,3835600,15.445864
2003-02-03,19.90,21.040001,19.17,20.50,3496600,16.338505
2003-01-02,23.030001,24.75,19.549999,19.77,4955200,15.634359
2002-12-02,26.25,26.370001,22.40,22.780001,3210200,18.014706
2002-11-01,21.950001,25.67,21.860001,25.549999,3554300,20.205254
2002-10-01,19.60,23.90,17.620001,22.059999,4708300,17.3333
2002-09-03,24.450001,24.50,18.35,19.299999,5634200,15.164673
2002-08-01,26.950001,27.799999,23.90,25.09,3706800,19.714075
2002-07-01,33.400002,33.799999,22.75,27.049999,5230500,21.254114
2002-06-03,35.130001,35.279999,30.17,33.150002,4462300,25.89757
2002-05-01,34.00,36.849998,33.209999,34.98,2856200,27.327208
2002-04-01,37.740002,39.09,33.200001,34.029999,3826100,26.467861
2002-03-01,37.32,39.75,36.580002,37.740002,3796400,29.353428
2002-02-01,35.849998,38.509998,33.389999,37.57,4056600,29.221203
2002-01-02,35.900002,38.580002,33.34,35.849998,4183500,27.758345
2001-12-03,38.599998,40.50,34.00,35.549999,3724200,27.526058
2001-11-01,32.75,38.889999,31.35,38.599998,2990700,29.887648
2001-10-01,31.01,35.240002,29.82,32.27,3561800,24.986383
2001-09-04,37.50,39.009998,27.360001,31.01,5713400,23.902195
2001-08-01,39.080002,39.650002,35.169998,38.119999,2809700,29.382511
2001-07-02,40.00,42.00,36.599998,39.23,3431600,30.122471
2001-06-01,43.150002,44.98,36.50,40.00,3740900,30.713711
2001-05-01,41.400002,45.709999,39.860001,43.150002,3823800,33.132416
2001-04-02,35.950001,42.50,33.75,41.400002,5042100,31.673792
2001-03-01,35.759998,39.580002,32.02,35.950001,4165000,27.504173
2001-02-01,37.00,38.450001,34.07,35.759998,3910400,27.358809
2001-01-02,33.50,36.75,30.625,36.740002,4094500,28.108578
2000-12-01,28.3125,35.00,28.3125,33.50,4066500,25.521217
2000-11-01,28.6875,29.5625,25.875,28.1875,2918400,21.47401
2000-10-02,25.3125,29.625,23.125,28.6875,4669400,21.759695
2000-09-01,33.265621,34.50,23.25,25.3125,5223900,19.199732
2000-08-01,30.5625,35.00,30.5625,33.265621,2502400,25.232237
2000-07-03,29.125,33.125,27.25,30.25,3206500,22.852531
2000-06-01,58.25,62.125,27.875,29.00,4606400,21.908211
2000-05-01,64.875,68.4375,57.00,58.4375,4135500,22.073467
2000-04-03,70.25,74.125,62.00,64.875,4111200,24.410294
2000-03-01,68.50,73.50,60.8125,70.25,4482600,26.432726
2000-02-01,70.3125,77.4375,64.4375,68.50,5411900,25.77426
2000-01-03,83.00,87.25,69.1875,69.6875,5803900,26.130188
