Date,cencppprivnonres,cencppprivres,cencpppub,cencpptot,cenhfs-supplymsa,cenhs-usmsa,cennewhsavgm,cennewhsmedm,Date,NAV
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.78
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.79
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.6
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.63
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.8
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.85
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.86
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.75
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.96
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.9
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.9
2010-11,263784,235679,298865,798328,8.2,287,281700,219600,2010-11,9.83
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.03
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.17
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.25
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.29
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.33
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.35
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.42
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.54
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.49
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.48
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.42
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.52
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.52
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.56
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.68
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.74
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.71
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.74
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.72
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.74
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.73
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2010-12,10.68
2010-12,259138,229258,291499,779895,6.9,331,291700,241200,2011-01,10.88
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.73
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.83
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.79
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.73
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.77
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.83
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.92
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.89
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.99
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.99
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.74
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.66
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.61
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.7
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.72
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.89
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.93
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.66
2011-01,226833,237726,288079,752638,7.2,310,275700,240100,2011-01,10.72
2011-02,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,10.97
2011-03,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,10.92
2011-04,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,10.95
2011-05,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,10.97
2011-06,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.09
2011-07,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.15
2011-08,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.11
2011-09,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.14
2011-10,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.26
2011-11,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.31
2011-12,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.24
2011-13,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.38
2011-14,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.47
2011-15,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.47
2011-16,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.16
2011-17,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,10.99
2011-18,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.02
2011-19,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.27
2011-02,230390,231154,284511,746056,7.8,281,262800,220100,2011-02,11.29
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.08
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.13
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.38
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.29
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.12
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.3
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.29
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.05
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,10.98
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,10.87
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,10.72
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,10.8
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,10.91
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.17
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.11
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.12
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.2
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.29
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.24
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.33
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.46
2011-03,240277,226848,286309,753433,7,305,260800,220500,2011-03,11.49
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.56
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.58
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.63
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.67
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.63
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.51
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.39
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.24
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.24
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.25
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.35
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.18
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.2
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.37
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.44
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.43
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.56
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.61
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.64
2011-04,239268,235985,280167,755420,6.6,316,268900,224700,2011-04,11.68
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.56
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.43
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.3
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.25
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.3
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.39
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.55
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.36
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.43
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.27
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.13
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.06
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.24
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.25
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.16
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,10.97
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,10.93
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.04
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.14
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.23
2011-05,252261,243060,280516,775837,6.5,308,262700,222000,2011-05,11.38
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,11.16
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,11.12
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.96
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.78
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.79
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.69
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.76
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.6
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.58
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.81
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.61
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.63
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.66
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.75
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.98
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.9
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.88
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.77
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,10.85
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,11.02
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,11.1
2011-06,265226,236923,284635,786784,6.6,303,273100,240200,2011-06,11.22
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.41
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.38
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.42
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.6
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.5
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.22
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.17
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.26
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.11
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.18
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,10.99
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.22
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.21
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.35
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.33
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.22
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,11.15
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,10.83
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,10.8
2011-07,263373,222417,277677,763468,6.8,295,270300,229900,2011-07,10.79
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,10.73
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,10.38
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,10.42
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.8
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.63
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,8.77
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.32
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,8.83
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.32
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.29
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.59
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.42
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.41
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,8.89
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,8.74
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,8.71
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.11
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.26
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.04
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.26
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.72
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.76
2011-08,269278,232215,284816,786308,6.7,293,257600,217600,2011-08,9.76
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.52
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.17
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.13
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.53
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.33
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.07
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.14
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.28
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.45
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.59
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.59
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.41
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.23
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,8.86
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,8.55
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,8.63
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,8.86
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,9.02
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,8.66
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,8.83
2011-09,270704,236507,283083,790294,6.4,303,248400,213300,2011-09,8.57
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,8.13
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,8.6
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,8.78
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,8.79
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.17
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.23
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.4
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.35
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.54
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.21
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.52
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.33
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.39
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.6
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.89
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.59
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.8
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,10.29
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,10.23
2011-10,269141,243661,282930,795733,6.3,307,242300,212300,2011-10,9.93
